query,closest_label,target_id,result_id,correct,time_sec
St Bernard,Saint Bernard,02109525-n,02109525-n,True,2.16
Eskimo dog,Eskimo dog,02109961-n,02109961-n,True,2.15
husky,Siberian husky,02109961-n,02110185-n,False,2.15
malamute,malamute,02110063-n,02110063-n,True,2.15
malemute,male,02110063-n,09624168-n,False,2.15
Alaskan malamute,malamute,02110063-n,02110063-n,True,2.15
Siberian husky,Siberian husky,02110185-n,02110185-n,True,2.15
dalmatian,Dalmatian,02110341-n,09988918-n,False,2.17
coach dog,coach,02110341-n,01931262-v,False,2.16
carriage dog,carriage,02110341-n,05002822-n,False,2.16
affenpinscher,affenpinscher,02110627-n,02110627-n,True,2.17
monkey pinscher,pinscher,02110627-n,02106966-n,False,2.16
monkey dog,monkey,02110627-n,02484322-n,False,2.17
basenji,basenji,02110806-n,02110806-n,True,2.17
pug,pug,02110958-n,02110958-n,True,2.16
pug-dog,pug,02110958-n,02110958-n,True,2.15
Leonberg,Leonberg,02111129-n,02111129-n,True,2.3
Newfoundland,Newfoundland,02111277-n,08825211-n,False,2.27
Newfoundland dog,Newfoundland,02111277-n,08825211-n,False,2.15
Great Pyrenees,Great Pyrenees,02111500-n,02111500-n,True,2.15
Samoyed,Samoyed,02111889-n,09707887-n,False,2.14
Samoyede,Samoyed,02111889-n,09707887-n,False,2.18
Pomeranian,Pomeranian,02112018-n,02112018-n,True,2.16
chow,chow,02112137-n,07565161-n,False,2.17
chow chow,chow,02112137-n,07565161-n,False,2.17
keeshond,keeshond,02112350-n,02112350-n,True,2.17
Brabancon griffon,Brabancon griffon,02112706-n,02112706-n,True,2.15
Pembroke,Pembroke,02113023-n,02113023-n,True,2.17
Pembroke Welsh corgi,Pembroke,02113023-n,02113023-n,True,2.17
Cardigan,cardigan,02113186-n,02963159-n,False,2.16
Cardigan Welsh corgi,Cardigan,02113186-n,02113186-n,True,2.34
toy poodle,toy poodle,02113624-n,02113624-n,True,2.2
miniature poodle,miniature poodle,02113712-n,02113712-n,True,2.16
standard poodle,standard poodle,02113799-n,02113799-n,True,2.17
Mexican hairless,Mexican hairless,02113978-n,02113978-n,True,2.16
timber wolf,timber wolf,02114367-n,02114367-n,True,2.15
grey wolf,red wolf,02114367-n,02114712-n,False,2.16
gray wolf,red wolf,02114367-n,02114712-n,False,2.15
Canis lupus,lupus,02114367-n,14229912-n,False,2.14
white wolf,white wolf,02114548-n,02114548-n,True,2.14
Arctic wolf,white wolf,02114548-n,02114548-n,True,2.16
Canis lupus tundrarum,Canis,02114548-n,02083863-n,False,2.15
red wolf,red wolf,02114712-n,02114712-n,True,2.15
maned wolf,wolfhound,02114712-n,02090475-n,False,2.18
Canis rufus,Canis,02114712-n,02083863-n,False,2.15
Canis niger,Niamey,02114712-n,08973647-n,False,2.16
coyote,coyote,02114855-n,09973903-n,False,2.16
prairie wolf,wolf,02114855-n,01169205-v,False,2.16
brush wolf,wolf,02114855-n,01169205-v,False,2.15
Canis latrans,Canis,02114855-n,02083863-n,False,2.15
dingo,dinge,02115641-n,00546609-v,False,2.16
warrigal,warrigal,02115641-n,02381744-n,False,2.16
warragal,waratah,02115641-n,12223764-n,False,2.17
Canis dingo,dingo,02115641-n,02115641-n,True,2.17
dhole,dhole,02115913-n,02115913-n,True,2.15
Cuon alpinus,Cuon,02115913-n,02115775-n,False,2.15
African hunting dog,African hunting dog,02116738-n,02116738-n,True,2.16
hyena dog,hyena,02116738-n,02117135-n,False,2.16
Cape hunting dog,African hunting dog,02116738-n,02116738-n,True,2.16
Lycaon pictus,Picrasma,02116738-n,12718314-n,False,2.16
hyena,Hyaenidae,02117135-n,02116959-n,False,2.15
hyaena,genus Hyaena,02117135-n,02117369-n,False,2.16
red fox,red fox,02119022-n,11825211-n,False,2.15
Vulpes vulpes,Vulpes,02119022-n,02118854-n,False,2.15
kit fox,kit fox,02119789-n,02119789-n,True,2.14
Vulpes macrotis,vulvitis,02119789-n,14358993-n,False,2.17
Arctic fox,Arctic fox,02120079-n,02120079-n,True,2.15
white fox,fox,02120079-n,00510234-v,False,2.17
Alopex lagopus,Alopex,02120079-n,02119961-n,False,2.16
grey fox,grey fox,02120505-n,02120505-n,True,2.17
gray fox,fox,02120505-n,00510234-v,False,2.17
Urocyon cinereoargenteus,Urocyon,02120505-n,02120387-n,False,2.15
tabby,tabby,02123045-n,02123045-n,True,2.18
tabby cat,tabby,02123045-n,02123045-n,True,2.15
tiger cat,tiger cat,02123159-n,02126465-n,False,2.16
Persian cat,Persian cat,02123394-n,02123394-n,True,2.17
Siamese cat,Siamese cat,02123597-n,02123597-n,True,2.18
Siamese,siamese,02123597-n,04212573-n,False,2.17
Egyptian cat,Egyptian cat,02124075-n,02124075-n,True,2.17
cougar,cougar,02125311-n,02125311-n,True,2.17
puma,puka,02125311-n,12949160-n,False,2.17
catamount,Cattell,02125311-n,10891569-n,False,2.18
mountain lion,lion,02125311-n,10265070-n,False,2.17
painter,painter,02125311-n,10391653-n,False,2.16
panther,panther,02125311-n,02128669-n,False,2.16
Felis concolor,Felis,02125311-n,02121234-n,False,2.15
lynx,lynx,02127052-n,06571724-n,False,2.16
catamount,Cattell,02127052-n,10891569-n,False,2.15
leopard,leopard,02128385-n,14765422-n,False,2.16
Panthera pardus,Panthera,02128385-n,02128120-n,False,2.16
snow leopard,snow leopard,02128757-n,02128757-n,True,2.16
ounce,ounce,02128757-n,13722522-n,False,2.14
Panthera uncia,Panthera,02128757-n,02128120-n,False,2.18
jaguar,jaguar,02128925-n,02128925-n,True,2.31
panther,panther,02128925-n,02128669-n,False,2.17
Panthera onca,Panthera,02128925-n,02128120-n,False,2.17
Felis onca,Felis,02128925-n,02121234-n,False,2.15
lion,lion,02129165-n,10265070-n,False,2.17
king of beasts,beast,02129165-n,09845589-n,False,2.18
Panthera leo,Panthera,02129165-n,02128120-n,False,2.16
tiger,tiger,02129604-n,10710632-n,False,2.18
Panthera tigris,Panthera,02129604-n,02128120-n,False,2.16
cheetah,cheetah,02130308-n,02130308-n,True,2.17
chetah,chetrum,02130308-n,13689518-n,False,2.19
Acinonyx jubatus,Acinonyx,02130308-n,02130190-n,False,2.19
brown bear,brown bear,02132136-n,02132136-n,True,2.17
bruin,bruin,02132136-n,02132320-n,False,2.17
Ursus arctos,Ursus,02132136-n,02131942-n,False,2.16
American black bear,American black bear,02133161-n,02133161-n,True,2.17
black bear,bear,02133161-n,02630871-v,False,2.15
Ursus americanus,Ursus,02133161-n,02131942-n,False,2.17
Euarctos americanus,Euarctos,02133161-n,02132974-n,False,2.15
ice bear,ice bear,02134084-n,02134084-n,True,2.18
polar bear,bear,02134084-n,02630871-v,False,2.18
Ursus Maritimus,ursinia,02134084-n,12030092-n,False,2.16
Thalarctos maritimus,Thalarctos,02134084-n,02133902-n,False,2.15
sloth bear,sloth bear,02134418-n,02134418-n,True,2.16
Melursus ursinus,Melursus,02134418-n,02134240-n,False,2.16
Ursus ursinus,Ursus,02134418-n,02131942-n,False,2.17
mongoose,mongoose,02137549-n,02137549-n,True,2.16
meerkat,meerkat,02138441-n,02138441-n,True,2.17
mierkat,Suricata,02138441-n,02138323-n,False,2.17
tiger beetle,tiger beetle,02165105-n,02165105-n,True,2.17
ladybug,ladybug,02165456-n,02165456-n,True,2.16
ladybeetle,Lady,02165456-n,10242791-n,False,2.17
lady beetle,beetle,02165456-n,02103612-v,False,2.17
ladybird,songbird,02165456-n,01526521-n,False,2.15
ladybird beetle,beetle,02165456-n,02103612-v,False,2.16
ground beetle,ground beetle,02167151-n,02167151-n,True,2.18
carabid beetle,Carabidae,02167151-n,02166986-n,False,2.18
long-horned beetle,long-horned beetle,02168699-n,02168699-n,True,2.18
longicorn,longish,02168699-n,01440574-s,False,2.17
longicorn beetle,long-horned beetle,02168699-n,02168699-n,True,2.17
leaf beetle,leaf beetle,02169497-n,02169497-n,True,2.16
chrysomelid,Chrysomelidae,02169497-n,02169345-n,False,2.17
dung beetle,dung beetle,02172182-n,02172182-n,True,2.16
rhinoceros beetle,rhinoceros beetle,02174001-n,02174001-n,True,2.17
weevil,weevil,02177972-n,02177972-n,True,2.16
fly,fly,02190166-n,02140965-v,False,2.16
bee,bee,02206856-n,07975909-n,False,2.17
ant,ant,02219486-n,02219486-n,True,2.17
emmet,emmetropia,02219486-n,14096957-n,False,2.16
pismire,piste,02219486-n,03948347-n,False,2.17
grasshopper,grasshopper,02226429-n,07915213-n,False,2.16
hopper,hopper,02226429-n,10185327-n,False,2.19
cricket,cricket,02229544-n,01076017-v,False,2.24
walking stick,walking stick,02231487-n,04546194-n,False,2.17
walkingstick,walking stick,02231487-n,04546194-n,False,2.15
stick insect,walking stick,02231487-n,04546194-n,False,2.17
cockroach,cockroach,02233338-n,02233338-n,True,2.15
roach,roach,02233338-n,01299562-v,False,2.18
mantis,mantis,02236044-n,02236044-n,True,2.16
mantid,Mandaean,02236044-n,10290223-n,False,2.19
cicada,cicada,02256656-n,02256656-n,True,2.14
cicala,Cimarron,02256656-n,09244972-n,False,2.16
leafhopper,leafhopper,02259212-n,02259212-n,True,2.16
lacewing,lacewing,02264363-n,02264363-n,True,2.31
lacewing fly,brown lacewing,02264363-n,02265330-n,False,2.17
dragonfly,dragonfly,02268443-n,02268443-n,True,2.16
darning needle,darning needle,02268443-n,03162556-n,False,2.17
devil's darning needle,darning needle,02268443-n,03162556-n,False,2.19
sewing needle,sewing needle,02268443-n,04180063-n,False,2.15
snake feeder,serpent,02268443-n,04174596-n,False,2.16
snake doctor,snake,02268443-n,02738976-v,False,2.16
mosquito hawk,hawk,02268443-n,01145612-v,False,2.23
skeeter hawk,Sphingidae,02268443-n,02298379-n,False,2.27
damselfly,damselfly,02268853-n,02268853-n,True,2.17
admiral,fleet admiral,02276258-n,10096016-n,False,2.17
ringlet,ringlet,02277742-n,04093157-n,False,2.18
ringlet butterfly,ringlet,02277742-n,04093157-n,False,2.16
monarch,royal,02279972-n,04115802-n,False,2.16
monarch butterfly,monarch,02279972-n,02279972-n,True,2.16
milkweed butterfly,showy milkweed,02279972-n,13235159-n,False,2.15
Danaus plexippus,Pluteus aurantiorugosus,02279972-n,13019496-n,False,2.18
cabbage butterfly,cabbage butterfly,02280649-n,02280649-n,True,2.35
sulphur butterfly,sulphur butterfly,02281406-n,02281406-n,True,2.18
sulfur butterfly,sulphur butterfly,02281406-n,02281406-n,True,2.16
lycaenid,lycaenid,02281787-n,02281787-n,True,2.24
lycaenid butterfly,lycaenid,02281787-n,02281787-n,True,2.33
starfish,starfish,02317335-n,02317335-n,True,2.21
sea star,Asteroidea,02317335-n,02317212-n,False,2.14
sea urchin,sea urchin,02319095-n,02319095-n,True,2.14
sea cucumber,sea cucumber,02321529-n,02321529-n,True,2.21
holothurian,Holothuria,02321529-n,02321903-n,False,2.14
wood rabbit,wood rabbit,02325366-n,02325366-n,True,2.18
cottontail,eastern cottontail,02325366-n,02325722-n,False,2.16
cottontail rabbit,rabbit,02325366-n,01142761-v,False,2.24
hare,hare,02326432-n,02085004-v,False,2.15
Angora,Angora,02328150-n,02417387-n,False,2.14
Angora rabbit,Angora,02328150-n,02417387-n,False,2.15
hamster,hamster,02342885-n,02342885-n,True,2.16
porcupine,Canada porcupine,02346627-n,02348173-n,False,2.16
hedgehog,hedgehog,02346627-n,01893825-n,False,2.17
fox squirrel,fox squirrel,02356798-n,02356798-n,True,2.16
eastern fox squirrel,fox squirrel,02356798-n,02356798-n,True,2.16
Sciurus niger,Sciurus,02356798-n,02356108-n,False,2.18
marmot,Marmota,02361337-n,02361222-n,False,2.28
beaver,beaver,02363005-n,02414913-v,False,2.15
guinea pig,guinea pig,02364673-n,02364673-n,True,2.18
Cavia cobaya,Cavia,02364673-n,02364377-n,False,2.16
sorrel,sorrel,02389026-n,07736371-n,False,2.17
zebra,zebra,02391049-n,02391049-n,True,2.16
hog,hog,02395406-n,02304862-v,False,2.16
pig,pig,02395406-n,02615739-v,False,2.17
grunter,grunter,02395406-n,10149436-n,False,2.15
squealer,squeal,02395406-n,01054694-v,False,2.17
Sus scrofa,scaliness,02395406-n,04948603-n,False,2.18
wild boar,wild boar,02396427-n,02396427-n,True,2.16
boar,boar,02396427-n,02396014-n,False,2.16
Sus scrofa,scaliness,02396427-n,04948603-n,False,2.16
warthog,warthog,02397096-n,02397096-n,True,2.16
hippopotamus,hippopotamus,02398521-n,02398521-n,True,2.16
hippo,Hippo,02398521-n,08707145-n,False,2.34
river horse,river boat,02398521-n,04095210-n,False,2.34
Hippopotamus amphibius,hippopotamus,02398521-n,02398521-n,True,2.26
ox,ox,02403003-n,02403003-n,True,2.17
water buffalo,water buffalo,02408429-n,02408429-n,True,2.16
water ox,ox,02408429-n,02403003-n,False,2.15
Asiatic buffalo,Indian buffalo,02408429-n,02408660-n,False,2.16
Bubalus bubalis,Bubalus,02408429-n,02408217-n,False,2.15
bison,bison,02410509-n,02410509-n,True,2.15
ram,ram,02412080-n,01575146-v,False,2.16
tup,Tursiops,02412080-n,02069569-n,False,2.16
bighorn,Bighorn,02415577-n,09220046-n,False,2.17
bighorn sheep,bighorn,02415577-n,02415577-n,True,2.16
cimarron,Cimarron,02415577-n,09244972-n,False,2.22
Rocky Mountain bighorn,bighorn,02415577-n,02415577-n,True,2.16
Rocky Mountain sheep,mountain sheep,02415577-n,02415435-n,False,2.17
Ovis canadensis,canistel,02415577-n,12775717-n,False,2.16
ibex,ibex,02417914-n,02417914-n,True,2.16
Capra ibex,ibex,02417914-n,02417914-n,True,2.14
hartebeest,hartebeest,02422106-n,02422106-n,True,2.17
impala,impala,02422699-n,02422699-n,True,2.15
Aepyceros melampus,Aepyceros,02422699-n,02422561-n,False,2.15
gazelle,gazelle,02423022-n,02423022-n,True,2.15
Arabian camel,Arabian camel,02437312-n,02437312-n,True,2.19
dromedary,Drimys,02437312-n,11739809-n,False,2.15
Camelus dromedarius,Dromaius,02437312-n,01519719-n,False,2.13
llama,llama,02437616-n,02437616-n,True,2.14
weasel,weasel,02441942-n,10771990-n,False,2.16
mink,mink,02442845-n,14765497-n,False,2.16
polecat,polecat,02443114-n,02443114-n,True,2.16
fitch,indictment,02443114-n,07237409-n,False,2.16
foulmart,foul,02443114-n,01147855-v,False,2.15
foumart,foment,02443114-n,00035448-v,False,2.16
Mustela putorius,Mustela,02443114-n,02441723-n,False,2.15
black-footed ferret,black-footed ferret,02443484-n,02443484-n,True,2.14
ferret,ferret,02443484-n,02003910-v,False,2.14
Mustela nigripes,Mustela,02443484-n,02441723-n,False,2.16
otter,otter,02444819-n,14765785-n,False,2.15
skunk,skunk,02445715-n,02445715-n,True,2.15
polecat,polecat,02445715-n,02443114-n,False,2.16
wood pussy,wood,02445715-n,04597066-n,False,2.16
badger,badger,02447366-n,00767530-v,False,2.14
armadillo,armadillo,02454379-n,02454379-n,True,2.16
three-toed sloth,three-toed sloth,02457408-n,02457408-n,True,2.17
ai,artificial intelligence,02457408-n,06133203-n,False,2.17
Bradypus tridactylus,Bradypus,02457408-n,02457249-n,False,2.15
orangutan,orangutan,02480495-n,02480495-n,True,2.16
orang,orangutan,02480495-n,02480495-n,True,2.17
orangutang,orangutan,02480495-n,02480495-n,True,2.15
Pongo pygmaeus,Pongo,02480495-n,02480346-n,False,2.15
gorilla,gorilla,02480855-n,02480855-n,True,2.16
Gorilla gorilla,gorilla,02480855-n,02480855-n,True,2.15
chimpanzee,chimpanzee,02481823-n,02481823-n,True,2.17
chimp,chichi,02481823-n,09916109-n,False,2.16
Pan troglodytes,pan,02481823-n,01998302-v,False,2.17
gibbon,gibbon,02483362-n,02483362-n,True,2.15
Hylobates lar,Hylobates,02483362-n,02483224-n,False,2.16
siamang,siamang,02483708-n,02483708-n,True,2.16
Hylobates syndactylus,Hylobates,02483708-n,02483224-n,False,2.17
Symphalangus syndactylus,Symphalangus,02483708-n,02483564-n,False,2.15
guenon,guenon,02484975-n,02484975-n,True,2.17
guenon monkey,guenon,02484975-n,02484975-n,True,2.17
patas,patas,02486261-n,02486261-n,True,2.15
hussar monkey,hussar,02486261-n,10194341-n,False,2.15
Erythrocebus patas,Erythrocebus,02486261-n,02486138-n,False,2.17
baboon,baboonish,02486410-n,02656464-a,False,2.16
macaque,Macaca,02487347-n,02487217-n,False,2.17
langur,langur,02488291-n,02488291-n,True,2.17
colobus,colobus,02488702-n,02488702-n,True,2.15
colobus monkey,colobus,02488702-n,02488702-n,True,2.18
proboscis monkey,proboscis monkey,02489166-n,02489166-n,True,2.17
Nasalis larvatus,Nasalis,02489166-n,02489060-n,False,2.16
marmoset,true marmoset,02490219-n,02490597-n,False,2.15
capuchin,capuchin,02492035-n,02958264-n,False,2.17
ringtail,ringtail,02492035-n,01614690-n,False,2.18
Cebus capucinus,Cebus,02492035-n,02491906-n,False,2.18
howler monkey,howler monkey,02492660-n,02492660-n,True,2.15
howler,howler,02492660-n,00076323-n,False,2.16
titi,titi,02493509-n,12751172-n,False,2.16
titi monkey,titi,02493509-n,12751172-n,False,2.16
spider monkey,spider monkey,02493793-n,02493793-n,True,2.18
Ateles geoffroyi,Geoffroea,02493793-n,12531144-n,False,2.15
squirrel monkey,squirrel monkey,02494079-n,02494079-n,True,2.17
Saimiri sciureus,Saimiri,02494079-n,02493974-n,False,2.17
Madagascar cat,Madagascar cat,02497673-n,02497673-n,True,2.15
ring-tailed lemur,lemur,02497673-n,02496913-n,False,2.17
Lemur catta,Madagascar cat,02497673-n,02497673-n,True,2.14
indri,genus Indri,02500267-n,02500144-n,False,2.17
indris,woolly indris,02500267-n,02500596-n,False,2.18
Indri indri,genus Indri,02500267-n,02500144-n,False,2.21
Indri brevicaudatus,genus Indri,02500267-n,02500144-n,False,2.17
Indian elephant,Indian elephant,02504013-n,02504013-n,True,2.37
Elephas maximus,Jupiter Optimus Maximus,02504013-n,09574544-n,False,2.2
African elephant,African elephant,02504458-n,02504458-n,True,2.17
Loxodonta africana,Loxodonta,02504458-n,02504323-n,False,2.17
lesser panda,lesser panda,02509815-n,02509815-n,True,2.16
red panda,lesser panda,02509815-n,02509815-n,True,2.18
panda,panda car,02509815-n,03881534-n,False,2.17
bear cat,bear,02509815-n,02630871-v,False,2.17
cat bear,bear,02509815-n,02630871-v,False,2.17
Ailurus fulgens,Ailurus,02509815-n,02509694-n,False,2.16
giant panda,giant panda,02510455-n,02510455-n,True,2.16
panda,panda car,02510455-n,03881534-n,False,2.16
panda bear,giant panda,02510455-n,02510455-n,True,2.17
coon bear,coon,02510455-n,09613559-n,False,2.17
Ailuropoda melanoleuca,Ailuropoda,02510455-n,02510240-n,False,2.16
barracouta,barracouta,02514041-n,02514041-n,True,2.15
snoek,snook,02514041-n,02560110-n,False,2.16
eel,eel,02526121-n,07783967-n,False,2.16
coho,coho,02536864-n,02536864-n,True,2.16
cohoe,pahoehoe,02536864-n,14931559-n,False,2.17
coho salmon,coho,02536864-n,02536864-n,True,2.18
blue jack,blue,02536864-n,00521641-v,False,2.17
silver salmon,silver salmon,02536864-n,07796468-n,False,2.16
Oncorhynchus kisutch,Oncorhynchus,02536864-n,02535909-n,False,2.17
rock beauty,rock beauty,02606052-n,02606052-n,True,2.17
Holocanthus tricolor,hortensia,02606052-n,12788854-n,False,2.17
anemone fish,anemone fish,02607072-n,02607072-n,True,2.17
sturgeon,sturgeon,02640242-n,02640242-n,True,2.17
gar,gar,02641379-n,02641379-n,True,2.17
garfish,gadfly,02641379-n,02193009-n,False,2.16
garpike,gamine,02641379-n,10119685-n,False,2.23
billfish,billfish,02641379-n,02630739-n,False,2.34
Lepisosteus osseus,Lepisosteidae,02641379-n,02641063-n,False,2.35
lionfish,lionfish,02643566-n,02643566-n,True,2.19
puffer,puffer,02655020-n,02655020-n,True,2.15
pufferfish,puffer,02655020-n,02655020-n,True,2.15
blowfish,blowfish,02655020-n,07781972-n,False,2.17
globefish,redfish,02655020-n,07792117-n,False,2.15
abacus,abacus,02666196-n,02666347-n,False,2.16
abaya,abaya,02667093-n,02667093-n,True,2.17
academic gown,academic gown,02669723-n,02669723-n,True,2.16
academic robe,academic gown,02669723-n,02669723-n,True,2.16
judge's robe,robe,02669723-n,04097866-n,False,2.16
accordion,accordion,02672831-n,02672831-n,True,2.14
piano accordion,accordion,02672831-n,02672831-n,True,2.16
squeeze box,squeeze for,02672831-n,02506068-v,False,2.17
acoustic guitar,acoustic guitar,02676566-n,02676566-n,True,2.17
aircraft carrier,aircraft carrier,02687172-n,02687172-n,True,2.18
carrier,carrier,02687172-n,14727153-n,False,2.15
flattop,flat,02687172-n,09281411-n,False,2.17
attack aircraft carrier,aircraft carrier,02687172-n,02687172-n,True,2.15
airliner,airliner,02690373-n,02690373-n,True,2.16
airship,airship,02692877-n,02692877-n,True,2.14
dirigible,intangible,02692877-n,13332670-n,False,2.15
altar,altar,02699494-n,02699629-n,False,2.16
ambulance,ambulance,02701002-n,02701002-n,True,2.17
amphibian,amphibian family,02704792-n,01626134-n,False,2.16
amphibious vehicle,amphibious operation,02704792-n,00981180-n,False,2.14
analog clock,analog clock,02708093-n,02708093-n,True,2.21
apiary,apiary,02727426-n,02727426-n,True,2.22
bee house,bee,02727426-n,07975909-n,False,2.17
apron,apron,02730930-n,08496334-n,False,2.16
ashcan,ashcan,02747177-n,02747177-n,True,2.18
trash can,trash,02747177-n,02223238-v,False,2.36
garbage can,garbage,02747177-n,14857151-n,False,2.33
wastebin,waste,02747177-n,02268351-v,False,2.24
ash bin,ashcan,02747177-n,02747177-n,True,2.16
ash-bin,ashcan,02747177-n,02747177-n,True,2.15
ashbin,Ashurbanipal,02747177-n,10826033-n,False,2.17
dustbin,dust bag,02747177-n,03258192-n,False,2.18
trash barrel,barrel,02747177-n,01502540-v,False,2.17
trash bin,trash,02747177-n,02223238-v,False,2.16
assault rifle,assault rifle,02749479-n,02749479-n,True,2.17
assault gun,assault gun,02749479-n,02749292-n,False,2.16
backpack,backpack,02769748-n,01926031-v,False,2.17
back pack,pack,02769748-n,02396536-v,False,2.18
knapsack,ransacking,02769748-n,00946806-n,False,2.16
packsack,pack,02769748-n,02396536-v,False,2.17
rucksack,ruckle,02769748-n,02175283-v,False,2.17
haversack,hassock,02769748-n,03497531-n,False,2.16
bakery,bakery,02776631-n,02776631-n,True,2.33
bakeshop,bake,02776631-n,02755565-v,False,2.17
bakehouse,home-baked,02776631-n,00674633-s,False,2.27
balance beam,beam balance,02777292-n,02816494-n,False,2.18
beam,beam,02777292-n,01067380-v,False,2.16
balloon,balloon,02782093-n,01948659-v,False,2.17
ballpoint,ballpoint,02783161-n,02783161-n,True,2.17
ballpoint pen,ballpoint,02783161-n,02783161-n,True,2.15
ballpen,bullpen,02783161-n,02917964-n,False,2.16
Biro,Bibos,02783161-n,02409702-n,False,2.15
Band Aid,Band Aid,02786058-n,02786058-n,True,2.16
banjo,banjo,02787622-n,02787622-n,True,2.17
bannister,bannister,02788148-n,02788148-n,True,2.17
banister,bannister,02788148-n,02788148-n,True,2.16
balustrade,baluster,02788148-n,02783994-n,False,2.17
balusters,baluster,02788148-n,02783994-n,False,2.17
handrail,railing,02788148-n,04047733-n,False,2.17
barbell,barbell,02790996-n,02790996-n,True,2.15
barber chair,barber chair,02791124-n,02791124-n,True,2.16
barbershop,barbershop,02791270-n,02791270-n,True,2.15
barn,barn,02793495-n,13614256-n,False,2.18
barometer,barometer,02794156-n,02794156-n,True,2.18
barrel,barrel,02795169-n,01502540-v,False,2.14
cask,cask,02795169-n,13766547-n,False,2.17
barrow,barrow,02797295-n,13764897-n,False,2.17
garden cart,cart,02797295-n,01451502-v,False,2.17
lawn cart,cart,02797295-n,01451502-v,False,2.18
wheelbarrow,wheelbarrow,02797295-n,01949579-v,False,2.17
baseball,baseball,02799071-n,02799071-n,True,2.13
basketball,basketball play,02802426-n,00563494-n,False,2.15
bassinet,bassinet,02804414-n,02804515-n,False,2.15
bassoon,bassoonist,02804610-n,09842716-n,False,2.15
bathing cap,bathing cap,02807133-n,02807133-n,True,2.15
swimming cap,bathing cap,02807133-n,02807133-n,True,2.18
bath towel,bath towel,02808304-n,02808304-n,True,2.16
bathtub,bathtub,02808440-n,02808440-n,True,2.17
bathing tub,bath,02808440-n,13616560-n,False,2.16
bath,bath,02808440-n,13616560-n,False,2.15
tub,tub,02808440-n,13770926-n,False,2.17
beach wagon,beach wagon,02814533-n,02814533-n,True,2.15
station wagon,wagon,02814533-n,04543509-n,False,2.16
wagon,wagon,02814533-n,04543509-n,False,2.16
estate car,estate,02814533-n,13250930-n,False,2.16
beach waggon,beach,02814533-n,01978947-v,False,2.13
station waggon,station,02814533-n,01088923-v,False,2.15
waggon,waggery,02814533-n,06781281-n,False,2.15
beacon,beacon,02814860-n,02160433-v,False,2.35
lighthouse,lighthouse keeper,02814860-n,10262093-n,False,2.34
beacon light,beacon,02814860-n,02160433-v,False,2.36
pharos,Pharomacrus,02814860-n,01844414-n,False,2.26
beaker,beaker,02815834-n,02815834-n,True,2.15
bearskin,bearskin,02817516-n,14764518-n,False,2.16
busby,busman,02817516-n,09883362-n,False,2.14
shako,shag,02817516-n,01896119-v,False,2.19
beer bottle,beer bottle,02823428-n,02823428-n,True,2.16
beer glass,beer glass,02823750-n,02823750-n,True,2.18
bell cote,bell cote,02825657-n,02825657-n,True,2.17
bell cot,bell tent,02825657-n,02826812-n,False,2.15
bib,bibbed,02834397-n,00236839-a,False,2.17
bicycle-built-for-two,bicycle-built-for-two,02835271-n,02835271-n,True,2.16
tandem bicycle,tandem,02835271-n,05083567-n,False,2.16
tandem,tandem,02835271-n,05083567-n,False,2.16
bikini,bikini,02837789-n,02837789-n,True,2.18
two-piece,two-piece,02837789-n,04504141-n,False,2.17
binder,binder,02840245-n,14704465-n,False,2.16
ring-binder,binder,02840245-n,14704465-n,False,2.2
binoculars,binoculars,02841315-n,02841315-n,True,2.16
field glasses,field glass,02841315-n,03333129-n,False,2.33
opera glasses,opera company,02841315-n,08187370-n,False,2.2
birdhouse,birdhouse,02843684-n,02843684-n,True,2.18
boathouse,boathouse,02859443-n,02859443-n,True,2.17
bobsled,bobsled,02860847-n,01939811-v,False,2.24
bobsleigh,bobsled,02860847-n,01939811-v,False,2.17
bob,bob,02860847-n,01865383-v,False,2.15
bolo tie,bolo tie,02865351-n,02865351-n,True,2.17
bolo,bolo,02865351-n,02864987-n,False,2.17
bola tie,bola,02865351-n,02864342-n,False,2.15
bola,bola,02865351-n,02864342-n,False,2.17
bonnet,bonnet,02869837-n,00047511-v,False,2.15
poke bonnet,bonnet,02869837-n,00047511-v,False,2.16
bookcase,bookcase,02870880-n,02870880-n,True,2.15
bookshop,bookshop,02871525-n,02871525-n,True,2.16
bookstore,bookshop,02871525-n,02871525-n,True,2.17
bookstall,bookclub,02871525-n,08228538-n,False,2.16
bottlecap,bottlecap,02877765-n,02877765-n,True,2.17
bow,bow,02879718-n,01729295-v,False,2.18
bow tie,bow tie,02883205-n,02883205-n,True,2.16
bow-tie,bow tie,02883205-n,02883205-n,True,2.16
bowtie,bowse,02883205-n,01455095-v,False,2.17
brass,brass,02892201-n,14716997-n,False,2.17
memorial tablet,tablet,02892201-n,04381183-n,False,2.16
plaque,plaque,02892201-n,05244239-n,False,2.17
brassiere,brassiere,02892767-n,02892767-n,True,2.17
bra,bracteate,02892767-n,02669616-a,False,2.16
bandeau,bandmaster,02892767-n,09837360-n,False,2.17
breakwater,breakwater,02894605-n,02894605-n,True,2.19
groin,groin,02894605-n,01656107-v,False,2.17
groyne,Grenoble,02894605-n,08936180-n,False,2.16
mole,mole,02894605-n,07838551-n,False,2.17
bulwark,bulwark,02894605-n,01128071-v,False,2.17
seawall,seafront,02894605-n,08633851-n,False,2.15
jetty,jetting,02894605-n,01240931-s,False,2.16
breastplate,breastplate,02895154-n,02895154-n,True,2.17
