query,closest_label,target_id,result_id,correct,time_sec_candidate_selection,time_sec_disambiguation
people crossing,crossing,07942152-n,03137228-n,False,2.59,0.13
people are dressed,costume,07942152-n,03113835-n,False,2.41,0.11
people are outdoors.,people,07942152-n,07971141-n,False,2.44,0.14
people are waiting,waiting,07942152-n,01931926-s,False,2.4,0.14
some people,people,07942152-n,00451461-v,False,2.44,0.14
people stroll,stroll,07942152-n,01917980-v,False,2.41,0.12
people getting,people,07942152-n,00451461-v,False,2.41,0.11
shadow of people,shadow,07942152-n,13959642-n,False,2.4,0.11
people are young,young person,07942152-n,10804406-n,False,2.4,0.12
all the people,people,07942152-n,07942152-n,True,2.4,0.12
people are next,people,07942152-n,00451461-v,False,2.53,0.11
over ten people,ten,07942152-n,02187296-s,False,2.43,0.11
people ready,at the ready,07942152-n,01931034-s,False,2.42,0.11
people in ocean surf,surfer,07942152-n,10679054-n,False,2.42,0.12
three people sitting,trio,07942152-n,07986066-n,False,2.43,0.11
shell behind people.,shell,07942152-n,04190747-n,False,2.41,0.12
four people walking,four-wheel drive,07942152-n,03389611-n,False,2.42,0.12
platform for people,platform,07942152-n,03961939-n,False,2.43,0.14
people are playing,playing,07942152-n,00041188-n,False,2.39,0.13
six people,six,07942152-n,02186833-s,False,2.41,0.12
people hanging,hang,07942152-n,01482075-v,False,2.41,0.11
people are crossing,crossing,07942152-n,03137228-n,False,2.42,0.12
more people,people,07942152-n,00451461-v,False,2.39,0.11
people in back,back room,07942152-n,02770293-n,False,2.41,0.13
people around,people,07942152-n,00451461-v,False,2.39,0.12
several people,several,07942152-n,02068174-s,False,2.42,0.11
two people wearing,couple,07942152-n,07985628-n,False,2.4,0.12
water next to people,watering place,07942152-n,08678615-n,False,2.4,0.12
two people carrying,carry,07942152-n,00318735-n,False,2.41,0.12
people waiting,waiting,07942152-n,01931926-s,False,2.43,0.11
crowded with people,crowd,07942152-n,02027612-v,False,2.42,0.11
no people,people,07942152-n,07942152-n,True,2.48,0.12
people eating,eating,07942152-n,00838367-n,False,2.48,0.13
people are standing,stand,07942152-n,08653706-n,False,2.4,0.12
two people smiling,smiler,07942152-n,10614363-n,False,2.43,0.11
3 people,trio,07942152-n,07986066-n,False,2.41,0.11
people stroll.,stroll,07942152-n,01917980-v,False,2.41,0.12
nine people,ten,07942152-n,02187296-s,False,2.44,0.12
two people sitting,seated,07942152-n,01240029-a,False,2.42,0.12
old people,old woman,07942152-n,10377021-n,False,2.4,0.16
where people play,play,07942152-n,01716619-v,False,2.41,0.11
giraffe and people,giraffe,07942152-n,02439033-n,False,2.4,0.14
beach with people,beach,07942152-n,09217230-n,False,2.41,0.13
city behind people,city,07942152-n,08524735-n,False,2.4,0.17
people walking,walk,07942152-n,00283568-n,False,2.4,0.12
four people are,four,07942152-n,02186665-s,False,2.39,0.11
another boy,boy,10285313-n,09870926-n,False,2.52,0.12
boy wears black,black,10285313-n,02846141-n,False,2.41,0.13
shadow of boy,shadow,10285313-n,02768702-v,False,2.4,0.11
boy sitting.,sitting,10285313-n,00344259-n,False,2.42,0.13
behind little boy,behind,10285313-n,00222713-r,False,2.41,0.11
other boy,boy,10285313-n,09870926-n,False,2.42,0.13
girl and boy,girl,10285313-n,10129825-n,False,2.39,0.13
little boy smiling,smiler,10285313-n,10614363-n,False,2.42,0.12
boy's mickey shirt,Mickey Finn,10285313-n,03758614-n,False,2.42,0.17
boy swinging,swing,10285313-n,04371774-n,False,2.43,0.13
boy make grimace,grimace,10285313-n,06877578-n,False,2.41,0.12
boy is wearing,ball boy,10285313-n,09834159-n,False,2.41,0.14
young boy,young person,10285313-n,10804406-n,False,2.4,0.11
boy has a,ball boy,10285313-n,09834159-n,False,2.41,0.13
boy owns,boy,10285313-n,09870926-n,False,2.4,0.12
boy is looking,boy wonder,10285313-n,09871952-n,False,2.42,0.12
boy wears,shop boy,10285313-n,10591949-n,False,2.41,0.12
kneeling boy,kneeler,10285313-n,10238272-n,False,2.42,0.14
boy,boy,10285313-n,09870926-n,False,2.41,0.11
back boy,back,10285313-n,02693965-v,False,2.43,0.11
determined boy,boy wonder,10285313-n,09871952-n,False,2.4,0.11
boy is goofing,ball boy,10285313-n,09834159-n,False,2.42,0.12
snowboard under boy,snowboard,10285313-n,04251791-n,False,2.39,0.12
boy is,ball boy,10285313-n,09834159-n,False,2.39,0.12
boy in,messenger boy,10285313-n,10311375-n,False,2.43,0.13
boy is playing.,ball boy,10285313-n,09834159-n,False,2.4,0.12
train near boy.,train,10285313-n,04468476-n,False,2.42,0.13
boy has cheeto puffs,puff batter,10285313-n,07628181-n,False,2.44,0.11
boy is skating,ice skate,10285313-n,03558404-n,False,2.4,0.13
one boy,one of the boys,10285313-n,10377865-n,False,2.43,0.11
boy has bangs,bang,10285313-n,05258985-n,False,2.41,0.12
tall boy,tall,10285313-n,02385102-a,False,2.39,0.11
boy in black,boy,10285313-n,09637837-n,False,2.41,0.14
boy  looking down,lookdown,10285313-n,02578454-n,False,2.42,0.12
glove on boy.,kid glove,10285313-n,03616979-n,False,2.41,0.13
little boy,little brother,10285313-n,10267311-n,False,2.42,0.11
asian boy,Asian,10285313-n,09641757-n,False,2.44,0.14
boy wears white,white,10285313-n,04579986-n,False,2.48,0.13
boys are more,boy,10285313-n,09870926-n,False,2.43,0.12
little boy sitting,sitting,10285313-n,01565139-s,False,2.44,0.13
front boy,front,10285313-n,08573472-n,False,2.54,0.11
young boy is,boy,10285313-n,09870926-n,False,2.5,0.11
boys crouched,boy,10285313-n,09637837-n,False,2.4,0.13
boy has,ball boy,10285313-n,09834159-n,False,2.42,0.12
shadow of one boy,shadow,10285313-n,10585359-n,False,2.42,0.11
face of boy,face,10285313-n,09618957-n,False,2.41,0.11
boy has cell phone,cellular telephone,10285313-n,02992529-n,False,2.41,0.13
boy looking up,boy wonder,10285313-n,09871952-n,False,2.4,0.12
little boy's hea,hewer,10285313-n,10174148-n,False,2.4,0.13
boy crouched,boy,10285313-n,09637837-n,False,2.42,0.12
both boys,one of the boys,10285313-n,10377865-n,False,2.42,0.12
small boy,boy,10285313-n,09870926-n,False,2.42,0.11
boy is pointing,pointed,10285313-n,01809655-a,False,2.41,0.13
man and boy,son,10285313-n,10624074-n,False,2.44,0.17
boy staring,stare,10285313-n,00878456-n,False,2.42,0.11
boy in gray,grey,10285313-n,03456186-n,False,2.41,0.12
boy in white,boy,10285313-n,09637837-n,False,2.41,0.12
boy's board yellow,board,10285313-n,02856463-n,False,2.42,0.13
boy near the,boy,10285313-n,09870926-n,False,2.42,0.12
boy wearing black,black,10285313-n,02846141-n,False,2.45,0.14
boys playing,ball boy,10285313-n,09834159-n,False,2.43,0.12
hand of boy,handed,10285313-n,02027704-a,False,2.41,0.11
boy's,mother's boy,10285313-n,10333439-n,False,2.41,0.16
boy very close,closer,10285313-n,09930464-n,False,2.4,0.11
standing boy,stand,10285313-n,08653706-n,False,2.43,0.11
boy is blonde,platinum blond,10285313-n,10439373-n,False,2.42,0.12
boys are practicing,ball boy,10285313-n,09834159-n,False,2.44,0.14
boys are cute,boy,10285313-n,09870926-n,False,2.42,0.11
boys crouching,boy,10285313-n,09637837-n,False,2.41,0.12
boys,boy,10285313-n,09870926-n,False,2.4,0.12
more boys,boy,10285313-n,09870926-n,False,2.4,0.11
youngest boy,boy,10285313-n,09870926-n,False,2.41,0.11
boy crouching low,lowboy,10285313-n,03693860-n,False,2.41,0.11
boy sitting,sitting,10285313-n,00344259-n,False,2.41,0.11
boy grimacing,boy,10285313-n,09637837-n,False,2.42,0.11
this is a boy,ball boy,10285313-n,09834159-n,False,2.4,0.12
little boy wears red,dark red,10285313-n,04963740-n,False,2.43,0.12
above the boy.,above,10285313-n,00080169-r,False,2.4,0.1
boy is kicking.,kick,10285313-n,00136329-n,False,2.4,0.11
grimace on boy,facial hair,10285313-n,05261404-n,False,2.42,0.12
brown coat on boy,coat,10285313-n,01898731-n,False,2.4,0.16
boy has short,boy,10285313-n,09870926-n,False,2.43,0.13
boy watching,boy wonder,10285313-n,09871952-n,False,2.41,0.13
two boys,one of the boys,10285313-n,10377865-n,False,2.41,0.11
woman and boy,mother's son,10285313-n,10333719-n,False,2.4,0.11
boy in brown,Brownie,10285313-n,09877370-n,False,2.41,0.11
red haired boy,redhead,10285313-n,10513823-n,False,2.44,0.12
small boy.,boy,10285313-n,09870926-n,False,2.41,0.11
boy in front,front,10285313-n,08626080-n,False,2.42,0.12
man and young boy,male child,10285313-n,10285313-n,True,2.42,0.14
racket in the boy's,tennis racket,10285313-n,04409806-n,False,2.6,0.14
tennis shoes on boy,ball boy,10285313-n,09834159-n,False,2.4,0.12
watching boy,boy,10285313-n,09870926-n,False,2.41,0.15
boy crossing,crossing,10285313-n,03137228-n,False,2.43,0.12
boy wearing grey,grey,10285313-n,03456186-n,False,2.42,0.11
three boys,trio,10285313-n,07986066-n,False,2.41,0.12
boy is sitting,sitting,10285313-n,00344259-n,False,2.42,0.12
skating boy,skater,10285313-n,10604491-n,False,2.39,0.11
boy wearing,ball boy,10285313-n,09834159-n,False,2.4,0.13
crossbar,crossbar,03135917-n,03135917-n,True,2.41,0.13
crossbars,crossbar,03135917-n,03135917-n,True,2.4,0.14
yahoo,lurking place,10804102-n,08584361-n,False,2.41,0.12
towel racks,towel rack,04459773-n,04459773-n,True,2.4,0.14
towel rack,towel rack,04459773-n,04459773-n,True,2.41,0.12
doll is purple,doll,03219135-n,03219135-n,True,2.41,0.12
plush dolls,plush,03219135-n,03970546-n,False,2.42,0.14
doll is red,doll,03219135-n,03219135-n,True,2.6,0.13
side of doll,side,03219135-n,05551318-n,False,2.41,0.14
valley of the dolls,valley girl,03219135-n,10745770-n,False,2.44,0.13
small plastic doll,doll,03219135-n,03219135-n,True,2.44,0.13
reflection of doll,doll,03219135-n,03219135-n,True,2.4,0.11
doll in a pink,doll,03219135-n,03219135-n,True,2.4,0.11
doll,doll,03219135-n,03219135-n,True,2.41,0.12
dolly,dolly,03219135-n,03219612-n,False,2.43,0.12
dolls,doll,03219135-n,03219135-n,True,2.42,0.14
blow-up doll,doll,03219135-n,03219135-n,True,2.42,0.12
small doll,doll,03219135-n,03219135-n,True,2.41,0.12
little doll,doll,03219135-n,03219135-n,True,2.4,0.12
carrying a doll,doll,03219135-n,03219135-n,True,2.39,0.12
doll wearing pink,doll,03219135-n,03219135-n,True,2.4,0.11
bean sprout,bean sprout,07724943-n,07719616-n,False,2.41,0.12
green bean,green bean,07724943-n,12557280-n,False,2.39,0.13
snap bean,snap bean,07724943-n,07728053-n,False,2.41,0.13
beans,bean,07724943-n,13136316-n,False,2.42,0.15
long green beans,green bean,07724943-n,12557280-n,False,2.41,0.15
black beans,black bean,07724943-n,07727458-n,False,2.4,0.13
green beans,green bean,07724943-n,12557280-n,False,2.41,0.13
cooked green beans,green soybean,07724943-n,07729828-n,False,2.42,0.13
mung beans,mung,07724943-n,12578255-n,False,2.38,0.15
red sauce and beans,pork and beans,07724943-n,07874674-n,False,2.4,0.13
meat and beans,pork and beans,07724943-n,07874674-n,False,2.39,0.24
podded bean,bean,07724943-n,12556307-n,False,2.45,0.16
bean,bean,07724943-n,13136316-n,False,2.4,0.14
red roof on top,rooftop,04105068-n,08663774-n,False,2.41,0.18
roof is covered,roof,04105068-n,04105068-n,True,2.42,0.18
this is the roof,roof,04105068-n,09416890-n,False,2.48,0.17
no roof,roof,04105068-n,09416890-n,False,2.4,0.15
rusty roof,rusty blackbird,04105068-n,01574801-n,False,2.4,0.13
grey roof,roof,04105068-n,04105068-n,True,2.4,0.16
mustard colored roof,mustard seed,04105068-n,07819303-n,False,2.4,0.16
fans under roof,attic fan,04105068-n,02755984-n,False,2.4,0.14
pointy roof,roof peak,04105068-n,04105791-n,False,2.41,0.18
red roofs,rooftop,04105068-n,08663774-n,False,2.48,0.17
open roof,roof,04105068-n,09416890-n,False,2.51,0.17
white roof,roof,04105068-n,09416890-n,False,2.42,0.18
hut has a black roof,hut,04105068-n,03550153-n,False,2.54,0.14
pointed roofs,rooftop,04105068-n,08663774-n,False,2.5,0.15
gray roof,roof,04105068-n,04105068-n,True,2.43,0.16
black roof,roof,04105068-n,09416890-n,False,2.41,0.18
raised roof,rooftop,04105068-n,08663774-n,False,2.53,0.16
high roof,rooftop,04105068-n,08663774-n,False,2.6,0.17
rusted roof,roof,04105068-n,09416890-n,False,2.42,0.13
building has roof,roof,04105068-n,09416890-n,False,2.42,0.34
roof.,roof,04105068-n,09416890-n,False,2.41,0.17
roofs,roof,04105068-n,09416890-n,False,2.41,0.15
thatched roof,thatch,04105068-n,04417672-n,False,2.43,0.13
store's roof.,roof,04105068-n,09416890-n,False,2.41,0.19
shingled roof,shingle,04105068-n,15039445-n,False,2.41,0.17
shapes on roof,roof,04105068-n,09416890-n,False,2.4,0.17
from the roof,rooftop,04105068-n,08663774-n,False,2.55,0.15
wooden roof,roof,04105068-n,09416890-n,False,2.42,0.15
window+roof,window,04105068-n,04588986-n,False,2.41,0.21
old roof,roof,04105068-n,09416890-n,False,2.5,0.18
roof is white,white,04105068-n,01698231-s,False,2.41,0.11
blue roof,roof,04105068-n,09416890-n,False,2.4,0.15
see roof in back,roof,04105068-n,09416890-n,False,2.41,0.17
window on the roof,window,04105068-n,04588986-n,False,2.43,0.21
peaked roof,roof peak,04105068-n,04105791-n,False,2.39,0.16
tiles on the roof,tile roof,04105068-n,04435653-n,False,2.44,0.13
clock below a roof,clock tower,04105068-n,03047052-n,False,2.52,0.15
roof is brown,roof,04105068-n,04105068-n,True,2.41,0.15
roof is black,roof,04105068-n,09416890-n,False,2.41,0.17
building's roof,roof,04105068-n,09416890-n,False,2.41,0.15
snow on roof,roof,04105068-n,09416890-n,False,2.4,0.17
trapezoidal roofs,roof,04105068-n,09416890-n,False,2.4,0.15
flat roof,roof,04105068-n,09416890-n,False,2.42,0.17
yellow roof,roof,04105068-n,09416890-n,False,2.4,0.17
roof on the,roof,04105068-n,09416890-n,False,2.4,0.17
bus on the roof,bus,04105068-n,02924554-n,False,2.41,0.15
thatched roof.,thatch,04105068-n,04417672-n,False,2.41,0.12
thatched roofs,thatch,04105068-n,04417672-n,False,2.43,0.13
roof is tan,rooftop,04105068-n,08663774-n,False,2.42,0.11
stand has roof.,stand,04105068-n,08653706-n,False,2.41,0.16
shingles on roof,shingle,04105068-n,15039445-n,False,2.39,0.17
triangular roof,roof,04105068-n,09416890-n,False,2.43,0.17
top of a roof,rooftop,04105068-n,08663774-n,False,2.41,0.17
vane on a roof,vane,04105068-n,01897991-n,False,2.39,0.18
roof is visible,roof,04105068-n,09416890-n,False,2.43,0.17
he roof is green,Green,04105068-n,10060904-n,False,2.42,0.12
pointed roof,rooftop,04105068-n,08663774-n,False,2.4,0.18
overhanging roof,roof,04105068-n,04105068-n,True,2.39,0.17
building roof,roof,04105068-n,09416890-n,False,2.4,0.16
green on roof.,Green,04105068-n,10060904-n,False,2.43,0.14
red-tiled roof,tile roof,04105068-n,04435653-n,False,2.41,0.16
roof trim,trim,04105068-n,00359903-n,False,2.4,0.12
on the roof,rooftop,04105068-n,08663774-n,False,2.42,0.18
roof with red,roof,04105068-n,04105068-n,True,2.41,0.16
peaked roof is green,rooftop,04105068-n,08663774-n,False,2.42,0.18
steep roof,rooftop,04105068-n,08663774-n,False,2.41,0.13
roof is blue.,roof,04105068-n,09416890-n,False,2.41,0.15
roof,roof,04105068-n,09416890-n,False,2.41,0.17
plants cover roof,roof,04105068-n,04105068-n,True,2.4,0.16
green roofs,roof,04105068-n,09416890-n,False,2.42,0.17
shingle on a roof,shingle,04105068-n,15039445-n,False,2.43,0.18
pink roof,rooftop,04105068-n,08663774-n,False,2.41,0.14
roofs are red,rooftop,04105068-n,08663774-n,False,2.42,0.16
roof of,roof,04105068-n,09416890-n,False,2.43,0.18
extended roof,roof,04105068-n,09416890-n,False,2.44,0.17
gray roofs,roof,04105068-n,04105068-n,True,2.4,0.16
odd slanting roof,rooftop,04105068-n,08663774-n,False,2.41,0.13
roof supports,roof,04105068-n,04105068-n,True,2.41,0.16
multiple roofs,rooftop,04105068-n,08663774-n,False,2.39,0.15
part of roof,roof,04105068-n,09416890-n,False,2.4,0.17
lower roof,rooftop,04105068-n,08663774-n,False,2.41,0.18
concrete roof,roof,04105068-n,09416890-n,False,2.42,0.15
red roof,rooftop,04105068-n,08663774-n,False,2.42,0.16
bus' roof,bus,04105068-n,02924554-n,False,2.41,0.16
roof is plastic,roof,04105068-n,09416890-n,False,2.43,0.17
top of roof,rooftop,04105068-n,08663774-n,False,2.46,0.18
green roof,roof,04105068-n,09416890-n,False,2.41,0.17
tiled roof,tile roof,04105068-n,04435653-n,False,2.44,0.14
roof is green,roof,04105068-n,04105068-n,True,2.41,0.14
marquee roofs,marquee,04105068-n,03723153-n,False,2.42,0.17
brown roof,roof,04105068-n,09416890-n,False,2.41,0.18
patch of sky,patch,09436708-n,03897943-n,False,2.42,0.14
snippet of sky,sky,09436708-n,09436708-n,True,2.43,0.14
sunny sky,sunset,09436708-n,11517776-n,False,2.41,0.11
sky of blue,blue sky,09436708-n,09224566-n,False,2.44,0.12
clouds stretch sky,cloudiness,09436708-n,14524198-n,False,2.4,0.11
kites in the sky,kite,09436708-n,01608432-n,False,2.49,0.14
sky is almost white,blue sky,09436708-n,09224566-n,False,2.55,0.12
sky is cloudy,blue sky,09436708-n,09224566-n,False,2.43,0.11
louds in blue sky,blue sky,09436708-n,09224566-n,False,2.42,0.12
kites in the sky.,kite,09436708-n,01608432-n,False,2.42,0.14
sky outside,sky,09436708-n,09436708-n,True,2.41,0.14
clear light blue sky,blue sky,09436708-n,09224566-n,False,2.42,0.11
part of the sky.,sky,09436708-n,09436708-n,True,2.41,0.14
sky is dreary,cloudiness,09436708-n,14524198-n,False,2.42,0.14
overhead sky,sky,09436708-n,09436708-n,True,2.41,0.13
bright grey sky,grey,09436708-n,00289679-v,False,2.44,0.11
sky blue gray,blue sky,09436708-n,09224566-n,False,2.41,0.11
cloud in sky,clouding,09436708-n,13449566-n,False,2.4,0.12
"""the sky is clear",sky,09436708-n,09436708-n,True,2.41,0.14
partly cloudy sky,cloudiness,09436708-n,14524198-n,False,2.42,0.11
"light in the sky""",twilight,09436708-n,11515935-n,False,2.44,0.13
pristine gray sky,blue sky,09436708-n,09224566-n,False,2.48,0.11
white blue sky,blue sky,09436708-n,09224566-n,False,2.43,0.14
blue skies above,blue sky,09436708-n,09224566-n,False,2.41,0.14
meets sky,sky,09436708-n,09436708-n,True,2.41,0.15
clouds in sky.,clouding,09436708-n,13449566-n,False,2.41,0.13
he sky is white,blue sky,09436708-n,09224566-n,False,2.4,0.12
cloudy skies,cloudiness,09436708-n,14524198-n,False,2.43,0.11
this is the sky,sky,09436708-n,09436708-n,True,2.41,0.14
cloud in the sky,clouding,09436708-n,13449566-n,False,2.41,0.11
deep blue sky,blue sky,09436708-n,09224566-n,False,2.4,0.11
very white sky,whiteout,09436708-n,11508808-n,False,2.4,0.12
section of blue sky,blue sky,09436708-n,09224566-n,False,2.4,0.13
overcast sky,overcast,09436708-n,02770717-v,False,2.41,0.12
clouds in sky,clouding,09436708-n,13449566-n,False,2.41,0.13
wires in the sky,sky wave,09436708-n,11500122-n,False,2.42,0.15
sky is sunny,sunset,09436708-n,11517776-n,False,2.4,0.12
cloud filled sky,clouding,09436708-n,13449566-n,False,2.43,0.11
part of blue sky,blue sky,09436708-n,09224566-n,False,2.41,0.13
sky is grey,blue sky,09436708-n,09224566-n,False,2.39,0.11
white clouds on sky,whiteout,09436708-n,11508808-n,False,2.4,0.12
sky clear,sky,09436708-n,09436708-n,True,2.41,0.13
kite in sky,kite,09436708-n,01608432-n,False,2.4,0.14
clear skies,clear-air turbulence,09436708-n,14524487-n,False,2.42,0.11
cloudless blue sky,blue sky,09436708-n,09224566-n,False,2.44,0.11
sky is very cloudy,blue sky,09436708-n,09224566-n,False,2.42,0.11
clouds on sky,cloudiness,09436708-n,14524198-n,False,2.44,0.13
clouds along sky,cloud,09436708-n,09247410-n,False,2.42,0.13
stormy looking sky,sky,09436708-n,09436708-n,True,2.41,0.14
no clouds in sky,cloudiness,09436708-n,14524198-n,False,2.4,0.11
in the sky,sky,09436708-n,09436708-n,True,2.61,0.13
sky is clear,blue sky,09436708-n,09224566-n,False,2.54,0.13
darker area of sky,twilight,09436708-n,11515935-n,False,2.43,0.12
sky grey,grey,09436708-n,03456186-n,False,2.44,0.11
shoes and skies,overshoe,09436708-n,03865949-n,False,2.43,0.14
cloudy blue sky,blue sky,09436708-n,09224566-n,False,2.41,0.11
sky is black,blue sky,09436708-n,09224566-n,False,2.43,0.14
sky is,sky,09436708-n,09436708-n,True,2.41,0.14
sky is foggy.,fog,09436708-n,14521648-n,False,2.4,0.11
portion of sky,sky,09436708-n,09436708-n,True,2.46,0.14
sky looks white.,blue sky,09436708-n,09224566-n,False,2.39,0.12
more sky,sky,09436708-n,09436708-n,True,2.43,0.14
dark and cloudy sky,blue sky,09436708-n,09224566-n,False,2.4,0.13
fog in sky.,fog,09436708-n,14521648-n,False,2.43,0.11
dreary looking sky,blue sky,09436708-n,09224566-n,False,2.42,0.14
skies,sky,09436708-n,09436708-n,True,2.42,0.14
sky is quite grey,blue sky,09436708-n,09224566-n,False,2.39,0.11
cloudless sky,cloudiness,09436708-n,14524198-n,False,2.5,0.12
stormy sky.,storminess,09436708-n,14523436-n,False,2.41,0.11
sky is blue,blue sky,09436708-n,09224566-n,False,2.41,0.14
skys,sky,09436708-n,09436708-n,True,2.41,0.14
sky is there,sky,09436708-n,09436708-n,True,2.41,0.15
sky.,sky,09436708-n,09436708-n,True,2.43,0.13
blue colored sky.,blue sky,09436708-n,09224566-n,False,2.41,0.11
blue daytime sky,blue sky,09436708-n,09224566-n,False,2.4,0.12
sky looks grey.,blue sky,09436708-n,09224566-n,False,2.42,0.16
clear blue sky,blue sky,09436708-n,09224566-n,False,2.4,0.11
full moon in the sky,moon,09436708-n,09358550-n,False,2.41,0.15
blue sky above,blue sky,09436708-n,09224566-n,False,2.42,0.14
dark sky,dark,09436708-n,01137378-s,False,2.43,0.11
green skies,greenfly,09436708-n,02253127-n,False,2.4,0.14
sky has clear blue,blue sky,09436708-n,09224566-n,False,2.43,0.11
sky is  clear,blue sky,09436708-n,09224566-n,False,2.42,0.13
cloud covered sky.,cloudiness,09436708-n,14524198-n,False,2.41,0.11
white cloud in sky,whiteout,09436708-n,11508808-n,False,2.42,0.14
sky is visible,sky,09436708-n,09436708-n,True,2.41,0.14
rainy sky,rain,09436708-n,11501381-n,False,2.41,0.13
most of sky,sky,09436708-n,09436708-n,True,2.42,0.14
sky is blue.,blue sky,09436708-n,09224566-n,False,2.42,0.14
"cloudy, gray sky",cloudy,09436708-n,00461311-a,False,2.44,0.11
against blue sky,blue sky,09436708-n,09224566-n,False,2.42,0.12
grey patch of sky,grey,09436708-n,00289679-v,False,2.5,0.11
beautiful blue sky,blue sky,09436708-n,09224566-n,False,2.47,0.16
sky has,sky,09436708-n,09436708-n,True,2.58,0.14
sow skies,soar,09436708-n,01943338-v,False,2.42,0.11
sky is cloudy.,blue sky,09436708-n,09224566-n,False,2.42,0.11
sky is pristine blue,blue sky,09436708-n,09224566-n,False,2.4,0.12
sky is big,sky,09436708-n,09436708-n,True,2.41,0.13
hazy sky,haze,09436708-n,11465888-n,False,2.4,0.11
overcast sky.,overcast,09436708-n,02770717-v,False,2.44,0.11
stormy sky over ocea,landfall,09436708-n,09335693-n,False,2.4,0.12
blue sky,blue sky,09436708-n,09224566-n,False,2.42,0.13
four planes in sky,sky,09436708-n,09436708-n,True,2.4,0.14
sky is here.,sky,09436708-n,09436708-n,True,2.6,0.14
sky looks beautiful,blue sky,09436708-n,09224566-n,False,2.58,0.14
clouds in the skies,clouding,09436708-n,13449566-n,False,2.41,0.13
can see sky,blue sky,09436708-n,09224566-n,False,2.41,0.14
gray skies,grey,09436708-n,03456186-n,False,2.41,0.11
sky is this.,sky,09436708-n,09436708-n,True,2.42,0.14
trees against sky,plane tree,09436708-n,12806732-n,False,2.41,0.17
from sky,sky,09436708-n,09436708-n,True,2.41,0.13
kite in the sky,kite,09436708-n,01608432-n,False,2.4,0.14
part of the sky,sky,09436708-n,09436708-n,True,2.43,0.13
painted sky,blue sky,09436708-n,09224566-n,False,2.59,0.14
hazy skies,haze,09436708-n,11465888-n,False,2.44,0.11
dark sky.,dark,09436708-n,01137378-s,False,2.42,0.11
clouds against sky,clouding,09436708-n,13449566-n,False,2.43,0.13
sky deep blues,blue sky,09436708-n,09224566-n,False,2.4,0.16
yellow sky,yellow,09436708-n,00289840-v,False,2.39,0.11
plane in the sky,plane,09436708-n,01942718-v,False,2.4,0.12
sky is white,blue sky,09436708-n,09224566-n,False,2.43,0.12
clear grey sky,blue sky,09436708-n,09224566-n,False,2.42,0.11
clouds are in sky,cloud,09436708-n,09247410-n,False,2.42,0.15
sky is overcast,overcast,09436708-n,02770717-v,False,2.49,0.11
sky is outside.,sky,09436708-n,09436708-n,True,2.45,0.14
white skies,whiteout,09436708-n,11508808-n,False,2.42,0.12
"gray, cloudy sky",cloudy,09436708-n,00461311-a,False,2.4,0.11
kite flying in sky,kite,09436708-n,01608432-n,False,2.43,0.14
clear blue skies,blue sky,09436708-n,09224566-n,False,2.42,0.11
"""the sky is visible",sky,09436708-n,09436708-n,True,2.4,0.14
cloudy sky.,cloudiness,09436708-n,14524198-n,False,2.42,0.12
gloomy sky.,gloom,09436708-n,14525365-n,False,2.4,0.12
top of sky,sky,09436708-n,09436708-n,True,2.43,0.13
blue skies,blue sky,09436708-n,09224566-n,False,2.42,0.12
this is a sky,sky,09436708-n,09436708-n,True,2.41,0.14
sky is red,blue sky,09436708-n,09224566-n,False,2.42,0.16
sky looks cloudy,blue sky,09436708-n,09224566-n,False,2.61,0.11
sky is light blue,blue sky,09436708-n,09224566-n,False,2.42,0.11
sky is gray,blue sky,09436708-n,09224566-n,False,2.41,0.11
reflect sky,sky wave,09436708-n,11500122-n,False,2.59,0.12
"yellow, hazy sky",haze,09436708-n,11465888-n,False,2.46,0.11
skies blue,blue sky,09436708-n,09224566-n,False,2.41,0.11
skies are dreary,cloudiness,09436708-n,14524198-n,False,2.41,0.11
part of a sky,sky,09436708-n,09436708-n,True,2.42,0.15
seagull in the sky,seabird,09436708-n,02021795-n,False,2.4,0.15
bright blue skies,blue sky,09436708-n,09224566-n,False,2.48,0.12
clouds are in sky.,cloud,09436708-n,09247410-n,False,2.44,0.15
foggy sky,fog,09436708-n,14521648-n,False,2.43,0.11
"dull, blue-grey sky",blue sky,09436708-n,09224566-n,False,2.42,0.11
flying in sky,fly,09436708-n,01940403-v,False,2.41,0.11
sky is cloudless,cloudiness,09436708-n,14524198-n,False,2.4,0.12
hazy blue sky,blue sky,09436708-n,09224566-n,False,2.4,0.12
light up sky,skylight,09436708-n,04232800-n,False,2.55,0.15
baby blue sky,blue sky,09436708-n,09224566-n,False,2.41,0.13
sky black,sky,09436708-n,09436708-n,True,2.4,0.14
sky is hazy,haze,09436708-n,11465888-n,False,2.44,0.14
cloud in blue sky,blue sky,09436708-n,09224566-n,False,2.4,0.11
moon in the sky,moon,09436708-n,09358550-n,False,2.41,0.12
skies are grey,grey,09436708-n,03456186-n,False,2.42,0.14
blue in sky,blue sky,09436708-n,09224566-n,False,2.4,0.13
bright blue sky,blue sky,09436708-n,09224566-n,False,2.41,0.12
sunny blue sky,blue sky,09436708-n,09224566-n,False,2.4,0.12
white clouds in sky,whiteout,09436708-n,11508808-n,False,2.42,0.14
bright sky,sky glow,09436708-n,11463647-n,False,2.44,0.12
cloudy sky,blue sky,09436708-n,09224566-n,False,2.41,0.13
reflection of sky,sky wave,09436708-n,11500122-n,False,2.44,0.16
