query,closest_label,target_id,result_id,correct,time_sec
St Bernard,Saint Bernard,02109525-n,02109525-n,True,2.3
Eskimo dog,Eskimo dog,02109961-n,02109961-n,True,2.2
husky,Siberian husky,02109961-n,02110185-n,False,2.36
malamute,malamute,02110063-n,02110063-n,True,2.32
malemute,male,02110063-n,01483677-s,False,2.23
Alaskan malamute,malamute,02110063-n,02110063-n,True,2.3
Siberian husky,Siberian husky,02110185-n,02110185-n,True,2.34
dalmatian,Dalmatian,02110341-n,03059551-a,False,2.56
coach dog,coach,02110341-n,01931262-v,False,2.3
carriage dog,carriage,02110341-n,02968473-n,False,2.44
affenpinscher,affenpinscher,02110627-n,02110627-n,True,2.42
monkey pinscher,pinscher,02110627-n,02106966-n,False,2.31
monkey dog,monkey,02110627-n,02484322-n,False,2.48
basenji,basenji,02110806-n,02110806-n,True,2.39
pug,pug,02110958-n,02110958-n,True,2.36
pug-dog,pug,02110958-n,02110958-n,True,2.38
Leonberg,Leonberg,02111129-n,02111129-n,True,2.3
Newfoundland,Newfoundland,02111277-n,08825211-n,False,2.63
Newfoundland dog,Newfoundland,02111277-n,02111277-n,True,2.36
Great Pyrenees,Great Pyrenees,02111500-n,02111500-n,True,2.26
Samoyed,Samoyed,02111889-n,09707887-n,False,2.22
Samoyede,Samoyed,02111889-n,09707887-n,False,2.27
Pomeranian,Pomeranian,02112018-n,02112018-n,True,2.25
chow,chow,02112137-n,07565161-n,False,2.35
chow chow,chow,02112137-n,07565161-n,False,2.55
keeshond,keeshond,02112350-n,02112350-n,True,2.35
Brabancon griffon,Brabancon griffon,02112706-n,02112706-n,True,2.22
Pembroke,Pembroke,02113023-n,02113023-n,True,2.2
Pembroke Welsh corgi,Pembroke,02113023-n,02113023-n,True,2.25
Cardigan,cardigan,02113186-n,02963159-n,False,2.22
Cardigan Welsh corgi,Cardigan,02113186-n,02113186-n,True,2.21
toy poodle,toy poodle,02113624-n,02113624-n,True,2.22
miniature poodle,miniature poodle,02113712-n,02113712-n,True,2.23
standard poodle,standard poodle,02113799-n,02113799-n,True,2.24
Mexican hairless,Mexican hairless,02113978-n,02113978-n,True,2.22
timber wolf,timber wolf,02114367-n,02114367-n,True,2.22
grey wolf,red wolf,02114367-n,02114712-n,False,2.48
gray wolf,red wolf,02114367-n,02114712-n,False,2.76
Canis lupus,lupus,02114367-n,14229912-n,False,2.67
white wolf,white wolf,02114548-n,02114548-n,True,2.3
Arctic wolf,white wolf,02114548-n,02114548-n,True,2.31
Canis lupus tundrarum,Canis,02114548-n,02083863-n,False,2.3
red wolf,red wolf,02114712-n,02114712-n,True,2.31
maned wolf,wolfhound,02114712-n,02090475-n,False,2.31
Canis rufus,Canis,02114712-n,02083863-n,False,2.28
Canis niger,Niamey,02114712-n,08973647-n,False,2.27
coyote,coyote,02114855-n,09973749-n,False,2.2
prairie wolf,wolf,02114855-n,02114100-n,False,2.33
brush wolf,wolf,02114855-n,01169205-v,False,2.28
Canis latrans,Canis,02114855-n,02083863-n,False,2.39
dingo,dinge,02115641-n,00546528-v,False,2.57
warrigal,warrigal,02115641-n,02381744-n,False,2.25
warragal,waratah,02115641-n,12223764-n,False,2.29
Canis dingo,dingo,02115641-n,02115641-n,True,2.31
dhole,dhole,02115913-n,02115913-n,True,2.32
Cuon alpinus,Cuon,02115913-n,02115775-n,False,2.28
African hunting dog,African hunting dog,02116738-n,02116738-n,True,2.33
hyena dog,hyena,02116738-n,02117135-n,False,2.42
Cape hunting dog,African hunting dog,02116738-n,02116738-n,True,2.6
Lycaon pictus,Picrasma,02116738-n,12718314-n,False,2.42
hyena,Hyaenidae,02117135-n,02116959-n,False,2.3
hyaena,genus Hyaena,02117135-n,02117369-n,False,2.21
red fox,red fox,02119022-n,02119477-n,False,2.24
Vulpes vulpes,Vulpes,02119022-n,02118854-n,False,2.32
kit fox,kit fox,02119789-n,02119634-n,False,2.31
Vulpes macrotis,vulvitis,02119789-n,14358993-n,False,2.43
Arctic fox,Arctic fox,02120079-n,02120079-n,True,2.38
white fox,fox,02120079-n,14764910-n,False,2.5
Alopex lagopus,Alopex,02120079-n,02119961-n,False,2.34
grey fox,grey fox,02120505-n,02120505-n,True,2.24
gray fox,fox,02120505-n,14764910-n,False,2.29
Urocyon cinereoargenteus,Urocyon,02120505-n,02120387-n,False,2.28
tabby,tabby,02123045-n,02123045-n,True,2.27
tabby cat,tabby,02123045-n,02122878-n,False,2.26
tiger cat,tiger cat,02123159-n,02123159-n,True,2.24
Persian cat,Persian cat,02123394-n,02123394-n,True,2.35
Siamese cat,Siamese cat,02123597-n,02123597-n,True,2.24
Siamese,siamese,02123597-n,04212573-n,False,2.23
Egyptian cat,Egyptian cat,02124075-n,02124075-n,True,2.27
cougar,cougar,02125311-n,02125311-n,True,2.27
puma,puka,02125311-n,12949160-n,False,2.28
catamount,Cattell,02125311-n,10891428-n,False,2.24
mountain lion,lion,02125311-n,02129165-n,False,2.22
painter,painter,02125311-n,10391653-n,False,2.22
panther,panther,02125311-n,02128669-n,False,2.23
Felis concolor,Felis,02125311-n,02121234-n,False,2.25
lynx,lynx,02127052-n,06571724-n,False,2.26
catamount,Cattell,02127052-n,10891428-n,False,2.29
leopard,leopard,02128385-n,14765422-n,False,2.34
Panthera pardus,Panthera,02128385-n,02128120-n,False,2.23
snow leopard,snow leopard,02128757-n,02128757-n,True,2.26
ounce,ounce,02128757-n,13719922-n,False,2.23
Panthera uncia,Panthera,02128757-n,02128120-n,False,2.24
jaguar,jaguar,02128925-n,02128925-n,True,2.28
panther,panther,02128925-n,02128669-n,False,2.32
Panthera onca,Panthera,02128925-n,02128120-n,False,2.29
Felis onca,Felis,02128925-n,02121234-n,False,2.28
lion,lion,02129165-n,10265070-n,False,2.32
king of beasts,beast,02129165-n,09845589-n,False,2.3
Panthera leo,Panthera,02129165-n,02128120-n,False,2.29
tiger,tiger,02129604-n,10710632-n,False,2.36
Panthera tigris,Panthera,02129604-n,02128120-n,False,2.34
cheetah,cheetah,02130308-n,02130308-n,True,2.34
chetah,chetrum,02130308-n,13689518-n,False,2.51
Acinonyx jubatus,Acinonyx,02130308-n,02130190-n,False,2.32
brown bear,brown bear,02132136-n,02132136-n,True,2.36
bruin,bruin,02132136-n,02132320-n,False,2.33
Ursus arctos,Ursus,02132136-n,02131942-n,False,2.32
American black bear,American black bear,02133161-n,02133161-n,True,2.48
black bear,bear,02133161-n,02630871-v,False,2.6
Ursus americanus,Ursus,02133161-n,02131942-n,False,2.37
Euarctos americanus,Euarctos,02133161-n,02132974-n,False,2.22
ice bear,ice bear,02134084-n,02134084-n,True,2.27
polar bear,bear,02134084-n,02630871-v,False,2.23
Ursus Maritimus,ursinia,02134084-n,12030092-n,False,2.23
Thalarctos maritimus,Thalarctos,02134084-n,02133902-n,False,2.23
sloth bear,sloth bear,02134418-n,02134418-n,True,2.24
Melursus ursinus,Melursus,02134418-n,02134240-n,False,2.24
Ursus ursinus,Ursus,02134418-n,02131942-n,False,2.2
mongoose,mongoose,02137549-n,02137549-n,True,2.26
meerkat,meerkat,02138441-n,02138441-n,True,2.23
mierkat,Suricata,02138441-n,02138323-n,False,2.28
tiger beetle,tiger beetle,02165105-n,02165105-n,True,2.25
ladybug,ladybug,02165456-n,02165456-n,True,2.42
ladybeetle,Lady,02165456-n,10242791-n,False,2.45
lady beetle,beetle,02165456-n,01399821-v,False,2.29
ladybird,songbird,02165456-n,01526521-n,False,2.4
ladybird beetle,beetle,02165456-n,02164464-n,False,2.28
ground beetle,ground beetle,02167151-n,02167151-n,True,2.29
carabid beetle,Carabidae,02167151-n,02166986-n,False,2.33
long-horned beetle,long-horned beetle,02168699-n,02168699-n,True,2.3
longicorn,longish,02168699-n,01440574-s,False,2.41
longicorn beetle,long-horned beetle,02168699-n,02168699-n,True,2.57
leaf beetle,leaf beetle,02169497-n,02169497-n,True,2.39
chrysomelid,Chrysomelidae,02169497-n,02169345-n,False,2.23
dung beetle,dung beetle,02172182-n,02172182-n,True,2.35
rhinoceros beetle,rhinoceros beetle,02174001-n,02174001-n,True,2.46
weevil,weevil,02177972-n,02177972-n,True,2.32
fly,fly,02190166-n,01940403-v,False,2.27
bee,bee,02206856-n,07975909-n,False,2.33
ant,ant,02219486-n,02219486-n,True,2.37
emmet,emmetropia,02219486-n,14096957-n,False,2.36
pismire,piste,02219486-n,03948347-n,False,2.38
grasshopper,grasshopper,02226429-n,07915213-n,False,2.58
hopper,hopper,02226429-n,10185327-n,False,2.45
cricket,cricket,02229544-n,01076017-v,False,2.33
walking stick,walking stick,02231487-n,04546194-n,False,2.22
walkingstick,walking stick,02231487-n,04546194-n,False,2.32
stick insect,walking stick,02231487-n,02231487-n,True,2.42
cockroach,cockroach,02233338-n,02233338-n,True,2.3
roach,roach,02233338-n,01299562-v,False,2.3
mantis,mantis,02236044-n,02236044-n,True,2.25
mantid,Mandaean,02236044-n,06988808-n,False,2.26
cicada,cicada,02256656-n,02256656-n,True,2.38
cicala,Cimarron,02256656-n,09244972-n,False,2.27
leafhopper,leafhopper,02259212-n,02259212-n,True,2.22
lacewing,lacewing,02264363-n,02264363-n,True,2.22
lacewing fly,brown lacewing,02264363-n,02265330-n,False,2.29
dragonfly,dragonfly,02268443-n,02268443-n,True,2.31
darning needle,darning needle,02268443-n,03162556-n,False,2.24
devil's darning needle,darning needle,02268443-n,03162556-n,False,2.2
sewing needle,sewing needle,02268443-n,04180063-n,False,2.63
snake feeder,serpent,02268443-n,04174500-n,False,2.52
snake doctor,snake,02268443-n,10615702-n,False,2.37
mosquito hawk,hawk,02268443-n,01145612-v,False,2.29
skeeter hawk,Sphingidae,02268443-n,02298379-n,False,2.33
damselfly,damselfly,02268853-n,02268853-n,True,2.37
admiral,fleet admiral,02276258-n,10096016-n,False,2.47
ringlet,ringlet,02277742-n,04093157-n,False,2.46
ringlet butterfly,ringlet,02277742-n,02277742-n,True,2.58
monarch,royal,02279972-n,01592509-s,False,2.57
monarch butterfly,monarch,02279972-n,02279972-n,True,2.62
milkweed butterfly,showy milkweed,02279972-n,13235159-n,False,2.39
Danaus plexippus,Pluteus aurantiorugosus,02279972-n,13019496-n,False,2.57
cabbage butterfly,cabbage butterfly,02280649-n,02280649-n,True,2.36
sulphur butterfly,sulphur butterfly,02281406-n,02281406-n,True,2.32
sulfur butterfly,sulphur butterfly,02281406-n,02281406-n,True,2.32
lycaenid,lycaenid,02281787-n,02281787-n,True,2.48
lycaenid butterfly,lycaenid,02281787-n,02281787-n,True,2.32
starfish,starfish,02317335-n,02317335-n,True,2.42
sea star,Asteroidea,02317335-n,02317212-n,False,2.29
sea urchin,sea urchin,02319095-n,02319095-n,True,2.58
sea cucumber,sea cucumber,02321529-n,02321529-n,True,2.48
holothurian,Holothuria,02321529-n,02321903-n,False,2.45
wood rabbit,wood rabbit,02325366-n,02325366-n,True,2.41
cottontail,eastern cottontail,02325366-n,02325722-n,False,2.3
cottontail rabbit,rabbit,02325366-n,01142761-v,False,2.52
hare,hare,02326432-n,02085004-v,False,2.47
Angora,Angora,02328150-n,02123478-n,False,2.25
Angora rabbit,Angora,02328150-n,02328150-n,True,2.31
hamster,hamster,02342885-n,02342885-n,True,2.27
porcupine,Canada porcupine,02346627-n,02348173-n,False,2.5
hedgehog,hedgehog,02346627-n,01893825-n,False,2.53
fox squirrel,fox squirrel,02356798-n,02356798-n,True,2.28
eastern fox squirrel,fox squirrel,02356798-n,02356798-n,True,2.6
Sciurus niger,Sciurus,02356798-n,02356108-n,False,2.42
marmot,Marmota,02361337-n,02361222-n,False,2.33
beaver,beaver,02363005-n,14764617-n,False,2.67
guinea pig,guinea pig,02364673-n,02364673-n,True,2.34
Cavia cobaya,Cavia,02364673-n,02364377-n,False,2.4
sorrel,sorrel,02389026-n,02389026-n,True,2.4
zebra,zebra,02391049-n,02391049-n,True,2.22
hog,hog,02395406-n,10179649-n,False,2.36
pig,pig,02395406-n,02615739-v,False,2.3
grunter,grunter,02395406-n,10149436-n,False,2.29
squealer,squeal,02395406-n,01054694-v,False,2.44
Sus scrofa,scaliness,02395406-n,04948603-n,False,2.35
wild boar,wild boar,02396427-n,02396427-n,True,2.52
boar,boar,02396427-n,02396014-n,False,2.47
Sus scrofa,scaliness,02396427-n,04948603-n,False,2.66
warthog,warthog,02397096-n,02397096-n,True,2.36
hippopotamus,hippopotamus,02398521-n,02398521-n,True,2.4
hippo,Hippo,02398521-n,08707145-n,False,2.24
river horse,river boat,02398521-n,04095210-n,False,2.3
Hippopotamus amphibius,hippopotamus,02398521-n,02398521-n,True,2.27
ox,ox,02403003-n,02402175-n,False,2.34
water buffalo,water buffalo,02408429-n,02408429-n,True,2.34
water ox,ox,02408429-n,02402175-n,False,2.28
Asiatic buffalo,Indian buffalo,02408429-n,02408660-n,False,2.27
Bubalus bubalis,Bubalus,02408429-n,02408217-n,False,2.22
bison,bison,02410509-n,02410509-n,True,2.28
ram,ram,02412080-n,04050410-n,False,2.4
tup,Tursiops,02412080-n,02069569-n,False,2.35
bighorn,Bighorn,02415577-n,09220046-n,False,2.23
bighorn sheep,bighorn,02415577-n,02415577-n,True,2.21
cimarron,Cimarron,02415577-n,09244972-n,False,2.2
Rocky Mountain bighorn,bighorn,02415577-n,02415577-n,True,2.2
Rocky Mountain sheep,mountain sheep,02415577-n,02415435-n,False,2.2
Ovis canadensis,canistel,02415577-n,07755262-n,False,2.18
ibex,ibex,02417914-n,02417914-n,True,2.4
Capra ibex,ibex,02417914-n,02417914-n,True,2.27
hartebeest,hartebeest,02422106-n,02422106-n,True,2.2
impala,impala,02422699-n,02422699-n,True,2.19
Aepyceros melampus,Aepyceros,02422699-n,02422561-n,False,2.4
gazelle,gazelle,02423022-n,02423022-n,True,2.4
Arabian camel,Arabian camel,02437312-n,02437312-n,True,2.25
dromedary,Drimys,02437312-n,11739809-n,False,2.2
Camelus dromedarius,Dromaius,02437312-n,01519719-n,False,2.23
llama,llama,02437616-n,02437616-n,True,2.39
weasel,weasel,02441942-n,10771990-n,False,2.22
mink,mink,02442845-n,14765497-n,False,2.2
polecat,polecat,02443114-n,02443114-n,True,2.21
fitch,indictment,02443114-n,07237409-n,False,2.23
foulmart,foul,02443114-n,01147855-v,False,2.22
foumart,foment,02443114-n,00035448-v,False,2.24
Mustela putorius,Mustela,02443114-n,02441723-n,False,2.21
black-footed ferret,black-footed ferret,02443484-n,02443484-n,True,2.22
ferret,ferret,02443484-n,02003910-v,False,2.19
Mustela nigripes,Mustela,02443484-n,02441723-n,False,2.2
otter,otter,02444819-n,14765785-n,False,2.24
skunk,skunk,02445715-n,02445715-n,True,2.29
polecat,polecat,02445715-n,02443114-n,False,2.42
wood pussy,wood,02445715-n,15098161-n,False,2.2
badger,badger,02447366-n,02447366-n,True,2.5
armadillo,armadillo,02454379-n,02454379-n,True,2.25
three-toed sloth,three-toed sloth,02457408-n,02457408-n,True,2.37
ai,artificial intelligence,02457408-n,06133203-n,False,2.54
Bradypus tridactylus,Bradypus,02457408-n,02457249-n,False,2.39
orangutan,orangutan,02480495-n,02480495-n,True,2.25
orang,orangutan,02480495-n,02480495-n,True,2.22
orangutang,orangutan,02480495-n,02480495-n,True,2.24
Pongo pygmaeus,Pongo,02480495-n,02480346-n,False,2.23
gorilla,gorilla,02480855-n,02480855-n,True,2.27
Gorilla gorilla,gorilla,02480855-n,02480855-n,True,2.29
chimpanzee,chimpanzee,02481823-n,02481823-n,True,2.3
chimp,chichi,02481823-n,09916109-n,False,2.27
Pan troglodytes,pan,02481823-n,01998302-v,False,2.28
gibbon,gibbon,02483362-n,02483362-n,True,2.3
Hylobates lar,Hylobates,02483362-n,02483224-n,False,2.24
siamang,siamang,02483708-n,02483708-n,True,2.21
Hylobates syndactylus,Hylobates,02483708-n,02483224-n,False,2.22
Symphalangus syndactylus,Symphalangus,02483708-n,02483564-n,False,2.25
guenon,guenon,02484975-n,02484975-n,True,2.31
guenon monkey,guenon,02484975-n,02484975-n,True,2.28
patas,patas,02486261-n,02486261-n,True,2.3
hussar monkey,hussar,02486261-n,10194341-n,False,2.27
Erythrocebus patas,Erythrocebus,02486261-n,02486138-n,False,2.24
baboon,baboonish,02486410-n,02656464-a,False,2.24
macaque,Macaca,02487347-n,02487217-n,False,2.28
langur,langur,02488291-n,02488291-n,True,2.32
colobus,colobus,02488702-n,02488702-n,True,2.28
colobus monkey,colobus,02488702-n,02488702-n,True,2.37
proboscis monkey,proboscis monkey,02489166-n,02489166-n,True,2.26
Nasalis larvatus,Nasalis,02489166-n,02489060-n,False,2.23
marmoset,true marmoset,02490219-n,02490597-n,False,2.27
capuchin,capuchin,02492035-n,02958264-n,False,2.22
ringtail,ringtail,02492035-n,01614690-n,False,2.25
Cebus capucinus,Cebus,02492035-n,02491906-n,False,2.21
howler monkey,howler monkey,02492660-n,02492660-n,True,2.24
howler,howler,02492660-n,00076323-n,False,2.21
titi,titi,02493509-n,12751172-n,False,2.24
titi monkey,titi,02493509-n,02493509-n,True,2.2
spider monkey,spider monkey,02493793-n,02493793-n,True,2.25
Ateles geoffroyi,Geoffroea,02493793-n,12531144-n,False,2.26
squirrel monkey,squirrel monkey,02494079-n,02494079-n,True,2.48
Saimiri sciureus,Saimiri,02494079-n,02493974-n,False,2.88
Madagascar cat,Madagascar cat,02497673-n,02497673-n,True,2.69
ring-tailed lemur,lemur,02497673-n,02496913-n,False,2.6
Lemur catta,Madagascar cat,02497673-n,02497673-n,True,2.38
indri,genus Indri,02500267-n,02500144-n,False,2.34
indris,woolly indris,02500267-n,02500596-n,False,2.25
Indri indri,genus Indri,02500267-n,02500144-n,False,2.5
Indri brevicaudatus,genus Indri,02500267-n,02500144-n,False,2.34
Indian elephant,Indian elephant,02504013-n,02504013-n,True,2.24
Elephas maximus,Jupiter Optimus Maximus,02504013-n,09574544-n,False,2.27
African elephant,African elephant,02504458-n,02504458-n,True,2.27
Loxodonta africana,Loxodonta,02504458-n,02504323-n,False,2.29
lesser panda,lesser panda,02509815-n,02509815-n,True,2.5
red panda,lesser panda,02509815-n,02509815-n,True,2.39
panda,panda car,02509815-n,03881534-n,False,2.27
bear cat,bear,02509815-n,02630871-v,False,2.39
cat bear,bear,02509815-n,02131653-n,False,2.31
Ailurus fulgens,Ailurus,02509815-n,02509694-n,False,2.2
giant panda,giant panda,02510455-n,02510455-n,True,2.25
panda,panda car,02510455-n,03881534-n,False,2.29
panda bear,giant panda,02510455-n,02510455-n,True,2.37
coon bear,coon,02510455-n,09613559-n,False,2.59
Ailuropoda melanoleuca,Ailuropoda,02510455-n,02510240-n,False,3.09
barracouta,barracouta,02514041-n,02514041-n,True,2.28
snoek,snook,02514041-n,02560110-n,False,2.23
eel,eel,02526121-n,07783967-n,False,2.31
coho,coho,02536864-n,02536864-n,True,2.23
cohoe,pahoehoe,02536864-n,14931559-n,False,2.3
coho salmon,coho,02536864-n,02536864-n,True,2.25
blue jack,blue,02536864-n,00521641-v,False,2.24
silver salmon,silver salmon,02536864-n,07796468-n,False,2.21
Oncorhynchus kisutch,Oncorhynchus,02536864-n,02535909-n,False,2.59
rock beauty,rock beauty,02606052-n,02606052-n,True,3.35
Holocanthus tricolor,hortensia,02606052-n,12788854-n,False,2.77
anemone fish,anemone fish,02607072-n,02607072-n,True,2.35
sturgeon,sturgeon,02640242-n,02640242-n,True,2.42
gar,gar,02641379-n,02641379-n,True,2.37
garfish,gadfly,02641379-n,02193009-n,False,2.88
garpike,gamine,02641379-n,10119609-n,False,3.11
billfish,billfish,02641379-n,02630739-n,False,2.72
Lepisosteus osseus,Lepisosteidae,02641379-n,02641063-n,False,2.3
lionfish,lionfish,02643566-n,02643566-n,True,2.39
puffer,puffer,02655020-n,02655020-n,True,2.33
pufferfish,puffer,02655020-n,02655020-n,True,2.46
blowfish,blowfish,02655020-n,07781972-n,False,2.5
globefish,redfish,02655020-n,07792117-n,False,2.27
abacus,abacus,02666196-n,02666196-n,True,2.47
abaya,abaya,02667093-n,02667093-n,True,2.43
academic gown,academic gown,02669723-n,02669723-n,True,2.27
academic robe,academic gown,02669723-n,02669723-n,True,2.48
judge's robe,robe,02669723-n,04097866-n,False,2.37
accordion,accordion,02672831-n,02672831-n,True,2.39
piano accordion,accordion,02672831-n,02672831-n,True,2.26
squeeze box,squeeze for,02672831-n,02506068-v,False,2.27
acoustic guitar,acoustic guitar,02676566-n,02676566-n,True,2.27
aircraft carrier,aircraft carrier,02687172-n,02687172-n,True,2.23
carrier,carrier,02687172-n,08057633-n,False,2.22
flattop,flat,02687172-n,01233020-s,False,2.22
attack aircraft carrier,aircraft carrier,02687172-n,02687172-n,True,2.23
airliner,airliner,02690373-n,02690373-n,True,2.22
airship,airship,02692877-n,02692877-n,True,2.21
dirigible,intangible,02692877-n,02391867-a,False,2.24
altar,altar,02699494-n,02699494-n,True,2.3
ambulance,ambulance,02701002-n,02701002-n,True,2.31
amphibian,amphibian family,02704792-n,01626134-n,False,2.24
amphibious vehicle,amphibious operation,02704792-n,00981180-n,False,2.29
analog clock,analog clock,02708093-n,02708093-n,True,2.64
apiary,apiary,02727426-n,02727426-n,True,2.43
bee house,bee,02727426-n,07975909-n,False,2.31
apron,apron,02730930-n,02730930-n,True,2.29
ashcan,ashcan,02747177-n,02747177-n,True,2.26
trash can,trash,02747177-n,02223238-v,False,2.57
garbage can,garbage,02747177-n,03416900-n,False,2.53
wastebin,waste,02747177-n,02223479-v,False,2.61
ash bin,ashcan,02747177-n,02747177-n,True,2.54
ash-bin,ashcan,02747177-n,02747177-n,True,2.36
ashbin,Ashurbanipal,02747177-n,10826033-n,False,2.38
dustbin,dust bag,02747177-n,03258192-n,False,2.26
trash barrel,barrel,02747177-n,01502540-v,False,2.24
trash bin,trash,02747177-n,02223238-v,False,2.64
assault rifle,assault rifle,02749479-n,02749479-n,True,2.37
assault gun,assault gun,02749479-n,02749292-n,False,2.64
backpack,backpack,02769748-n,01926031-v,False,2.67
back pack,pack,02769748-n,01451176-v,False,2.42
knapsack,ransacking,02769748-n,00946806-n,False,2.44
packsack,pack,02769748-n,03870672-n,False,2.61
rucksack,ruckle,02769748-n,02175283-v,False,2.55
haversack,hassock,02769748-n,03497531-n,False,2.55
bakery,bakery,02776631-n,02776631-n,True,2.53
bakeshop,bake,02776631-n,02755565-v,False,2.29
bakehouse,home-baked,02776631-n,00674633-s,False,2.25
balance beam,beam balance,02777292-n,02816494-n,False,2.24
beam,beam,02777292-n,01067380-v,False,2.25
balloon,balloon,02782093-n,02782093-n,True,2.37
ballpoint,ballpoint,02783161-n,02783161-n,True,2.22
ballpoint pen,ballpoint,02783161-n,02783161-n,True,2.21
ballpen,bullpen,02783161-n,02917964-n,False,2.22
Biro,Bibos,02783161-n,02409702-n,False,2.32
Band Aid,Band Aid,02786058-n,02786058-n,True,2.28
banjo,banjo,02787622-n,02787622-n,True,2.39
bannister,bannister,02788148-n,02788148-n,True,2.27
banister,bannister,02788148-n,02788148-n,True,2.2
balustrade,baluster,02788148-n,02783994-n,False,2.19
balusters,baluster,02788148-n,02783994-n,False,2.22
handrail,railing,02788148-n,04047401-n,False,2.21
barbell,barbell,02790996-n,02790996-n,True,2.22
barber chair,barber chair,02791124-n,02791124-n,True,2.21
barbershop,barbershop,02791270-n,02791270-n,True,2.23
barn,barn,02793495-n,02793495-n,True,2.21
barometer,barometer,02794156-n,02794156-n,True,2.22
barrel,barrel,02795169-n,01502540-v,False,2.21
cask,cask,02795169-n,13766547-n,False,2.22
barrow,barrow,02797295-n,13764897-n,False,2.24
garden cart,cart,02797295-n,02970849-n,False,2.38
lawn cart,cart,02797295-n,02970849-n,False,2.3
wheelbarrow,wheelbarrow,02797295-n,01949579-v,False,2.43
baseball,baseball,02799071-n,02799071-n,True,2.56
basketball,basketball play,02802426-n,00563494-n,False,2.33
bassinet,bassinet,02804414-n,02804414-n,True,2.29
bassoon,bassoonist,02804610-n,09842716-n,False,2.2
bathing cap,bathing cap,02807133-n,02807133-n,True,2.24
swimming cap,bathing cap,02807133-n,02807133-n,True,2.19
bath towel,bath towel,02808304-n,02808304-n,True,2.21
bathtub,bathtub,02808440-n,02808440-n,True,2.3
bathing tub,bath,02808440-n,00257770-n,False,2.26
bath,bath,02808440-n,00257770-n,False,2.39
tub,tub,02808440-n,13770926-n,False,2.48
beach wagon,beach wagon,02814533-n,02814533-n,True,2.39
station wagon,wagon,02814533-n,04543158-n,False,2.37
wagon,wagon,02814533-n,04543158-n,False,2.26
estate car,estate,02814533-n,13250930-n,False,2.22
beach waggon,beach,02814533-n,01978947-v,False,2.26
station waggon,station,02814533-n,05057061-n,False,2.3
waggon,waggery,02814533-n,06781281-n,False,2.31
beacon,beacon,02814860-n,01933204-v,False,2.25
lighthouse,lighthouse keeper,02814860-n,10262093-n,False,2.2
beacon light,beacon,02814860-n,02160433-v,False,2.21
pharos,Pharomacrus,02814860-n,01844414-n,False,2.36
beaker,beaker,02815834-n,02815749-n,False,2.31
bearskin,bearskin,02817516-n,14764518-n,False,2.31
busby,busman,02817516-n,09883362-n,False,2.32
shako,shag,02817516-n,01896119-v,False,2.4
beer bottle,beer bottle,02823428-n,02823428-n,True,2.35
beer glass,beer glass,02823750-n,02823750-n,True,2.34
bell cote,bell cote,02825657-n,02825657-n,True,2.24
bell cot,bell tent,02825657-n,02826812-n,False,2.34
bib,bibbed,02834397-n,00236839-a,False,2.44
bicycle-built-for-two,bicycle-built-for-two,02835271-n,02835271-n,True,2.32
tandem bicycle,tandem,02835271-n,00257634-r,False,2.4
tandem,tandem,02835271-n,00257634-r,False,2.29
bikini,bikini,02837789-n,02837789-n,True,2.36
two-piece,two-piece,02837789-n,01650037-a,False,2.22
binder,binder,02840245-n,02840134-n,False,2.26
ring-binder,binder,02840245-n,02840134-n,False,2.22
binoculars,binoculars,02841315-n,02841315-n,True,2.4
field glasses,field glass,02841315-n,03333129-n,False,2.19
opera glasses,opera company,02841315-n,08187370-n,False,2.2
birdhouse,birdhouse,02843684-n,02843684-n,True,2.41
boathouse,boathouse,02859443-n,02859443-n,True,2.21
bobsled,bobsled,02860847-n,01939811-v,False,2.28
bobsleigh,bobsled,02860847-n,01939811-v,False,2.22
bob,bob,02860847-n,01865383-v,False,2.22
bolo tie,bolo tie,02865351-n,02865351-n,True,2.19
bolo,bolo,02865351-n,02864987-n,False,2.2
bola tie,bola,02865351-n,02864342-n,False,2.21
bola,bola,02865351-n,02864342-n,False,2.34
bonnet,bonnet,02869837-n,02869837-n,True,2.31
poke bonnet,bonnet,02869837-n,02869837-n,True,2.32
bookcase,bookcase,02870880-n,02870880-n,True,2.22
bookshop,bookshop,02871525-n,02871525-n,True,2.23
bookstore,bookshop,02871525-n,02871525-n,True,2.21
bookstall,bookclub,02871525-n,08228538-n,False,2.21
bottlecap,bottlecap,02877765-n,02877765-n,True,2.21
bow,bow,02879718-n,02880308-n,False,2.2
bow tie,bow tie,02883205-n,02883205-n,True,2.2
bow-tie,bow tie,02883205-n,02883205-n,True,2.2
bowtie,bowse,02883205-n,01455095-v,False,2.2
brass,brass,02892201-n,14716997-n,False,2.22
memorial tablet,tablet,02892201-n,04381302-n,False,2.22
plaque,plaque,02892201-n,05244239-n,False,2.22
brassiere,brassiere,02892767-n,02892767-n,True,2.22
bra,bracteate,02892767-n,02669616-a,False,2.22
bandeau,bandmaster,02892767-n,09837360-n,False,2.22
breakwater,breakwater,02894605-n,02894605-n,True,2.21
groin,groin,02894605-n,01656107-v,False,2.21
groyne,Grenoble,02894605-n,08936180-n,False,2.2
mole,mole,02894605-n,04693804-n,False,2.19
bulwark,bulwark,02894605-n,01128071-v,False,2.21
seawall,seafront,02894605-n,08633851-n,False,2.19
jetty,jetting,02894605-n,01240931-s,False,2.28
breastplate,breastplate,02895154-n,02895154-n,True,2.2
