query,closest_label,target_id,result_id,correct,time_sec_candidate_selection,time_sec_disambiguation
Old English sheepdog,Old English sheepdog,02105641-n,02105641-n,True,2.51,0
bobtail,bobtail,02105641-n,00319851-s,False,2.52,0
Shetland sheepdog,Shetland sheepdog,02105855-n,02105855-n,True,2.52,0
Shetland sheep dog,Shetland sheepdog,02105855-n,02105855-n,True,2.52,0
Shetland,Shetland,02105855-n,08954057-n,False,2.52,0
collie,collie,02106030-n,02106030-n,True,2.53,0
Border collie,Border collie,02106166-n,02106166-n,True,2.54,0
Bouvier des Flandres,Bouvier des Flandres,02106382-n,02106382-n,True,2.54,0
Bouviers des Flandres,Bouvier des Flandres,02106382-n,02106382-n,True,2.53,0
Rottweiler,Rottweiler,02106550-n,02106550-n,True,2.54,0
German shepherd,German shepherd,02106662-n,02106662-n,True,2.52,0
German shepherd dog,German shepherd,02106662-n,02106662-n,True,2.53,0
German police dog,police dog,02106662-n,02106854-n,False,2.53,0
alsatian,Alsatian,02106662-n,09785786-n,False,2.52,0
Doberman,Doberman,02107142-n,02107142-n,True,2.53,0
Doberman pinscher,miniature pinscher,02107142-n,02107312-n,False,2.51,0
miniature pinscher,miniature pinscher,02107312-n,02107312-n,True,2.53,0
Greater Swiss Mountain dog,Greater Swiss Mountain dog,02107574-n,02107574-n,True,3.35,0
Bernese mountain dog,Bernese mountain dog,02107683-n,02107683-n,True,2.74,0
Appenzeller,Appenzeller,02107908-n,02107908-n,True,2.75,0
EntleBucher,EntleBucher,02108000-n,02108000-n,True,2.73,0
boxer,boxer,02108089-n,09870208-n,False,2.74,0
bull mastiff,bull mastiff,02108422-n,02108422-n,True,2.73,0
Tibetan mastiff,Tibetan mastiff,02108551-n,02108551-n,True,2.73,0
French bulldog,French bulldog,02108915-n,02108915-n,True,2.58,0
Great Dane,Great Dane,02109047-n,02109047-n,True,2.51,0
Saint Bernard,Saint Bernard,02109525-n,02109525-n,True,2.55,0
St Bernard,Saint Bernard,02109525-n,02109525-n,True,2.52,0
Eskimo dog,Eskimo dog,02109961-n,02109961-n,True,2.55,0
husky,Siberian husky,02109961-n,02110185-n,False,2.53,0
malamute,malamute,02110063-n,02110063-n,True,2.53,0
malemute,male,02110063-n,01483677-s,False,2.54,0
Alaskan malamute,malamute,02110063-n,02110063-n,True,2.54,0
Siberian husky,Siberian husky,02110185-n,02110185-n,True,2.53,0
dalmatian,Dalmatian,02110341-n,03059551-a,False,2.51,0
coach dog,coach,02110341-n,01931262-v,False,2.51,0
carriage dog,carriage,02110341-n,02968473-n,False,2.53,0
affenpinscher,affenpinscher,02110627-n,02110627-n,True,2.52,0
monkey pinscher,pinscher,02110627-n,02106966-n,False,2.54,0
monkey dog,monkey,02110627-n,02484322-n,False,2.53,0
basenji,basenji,02110806-n,02110806-n,True,2.53,0
pug,pug,02110958-n,02110958-n,True,2.49,0
pug-dog,pug,02110958-n,02110958-n,True,2.53,0
Leonberg,Leonberg,02111129-n,02111129-n,True,2.55,0
Newfoundland,Newfoundland,02111277-n,08825211-n,False,2.5,0
Newfoundland dog,Newfoundland,02111277-n,02111277-n,True,2.51,0
Great Pyrenees,Great Pyrenees,02111500-n,02111500-n,True,2.52,0
Samoyed,Samoyed,02111889-n,09707887-n,False,2.54,0
Samoyede,Samoyed,02111889-n,09707887-n,False,2.54,0
Pomeranian,Pomeranian,02112018-n,02112018-n,True,2.73,0
chow,chow,02112137-n,07565161-n,False,2.53,0
chow chow,chow,02112137-n,07565161-n,False,2.53,0
keeshond,keeshond,02112350-n,02112350-n,True,2.5,0
Brabancon griffon,Brabancon griffon,02112706-n,02112706-n,True,2.5,0
Pembroke,Pembroke,02113023-n,02113023-n,True,2.52,0
Pembroke Welsh corgi,Pembroke,02113023-n,02113023-n,True,2.51,0
Cardigan,cardigan,02113186-n,02963159-n,False,2.52,0
Cardigan Welsh corgi,Cardigan,02113186-n,02113186-n,True,2.5,0
toy poodle,toy poodle,02113624-n,02113624-n,True,2.53,0
miniature poodle,miniature poodle,02113712-n,02113712-n,True,2.53,0
standard poodle,standard poodle,02113799-n,02113799-n,True,2.53,0
Mexican hairless,Mexican hairless,02113978-n,02113978-n,True,2.54,0
timber wolf,timber wolf,02114367-n,02114367-n,True,2.54,0
grey wolf,red wolf,02114367-n,02114712-n,False,2.51,0
gray wolf,red wolf,02114367-n,02114712-n,False,2.52,0
Canis lupus,lupus,02114367-n,14229912-n,False,2.51,0
white wolf,white wolf,02114548-n,02114548-n,True,2.52,0
Arctic wolf,white wolf,02114548-n,02114548-n,True,2.52,0
Canis lupus tundrarum,Canis,02114548-n,02083863-n,False,2.52,0
red wolf,red wolf,02114712-n,02114712-n,True,2.5,0
maned wolf,wolfhound,02114712-n,02090475-n,False,2.49,0
Canis rufus,Canis,02114712-n,02083863-n,False,2.51,0
Canis niger,Niamey,02114712-n,08973647-n,False,2.69,0
coyote,coyote,02114855-n,09973749-n,False,2.5,0
prairie wolf,wolf,02114855-n,02114100-n,False,2.5,0
brush wolf,wolf,02114855-n,01169205-v,False,2.51,0
Canis latrans,Canis,02114855-n,02083863-n,False,2.52,0
dingo,dinge,02115641-n,00546528-v,False,2.51,0
warrigal,warrigal,02115641-n,02381744-n,False,2.55,0
warragal,waratah,02115641-n,12223764-n,False,2.71,0
Canis dingo,dingo,02115641-n,02115641-n,True,2.66,0
dhole,dhole,02115913-n,02115913-n,True,2.66,0
Cuon alpinus,Cuon,02115913-n,02115775-n,False,2.6,0
African hunting dog,African hunting dog,02116738-n,02116738-n,True,2.65,0
hyena dog,hyena,02116738-n,02117135-n,False,2.52,0
Cape hunting dog,African hunting dog,02116738-n,02116738-n,True,2.51,0
Lycaon pictus,Picrasma,02116738-n,12718314-n,False,2.61,0
hyena,Hyaenidae,02117135-n,02116959-n,False,2.71,0
hyaena,genus Hyaena,02117135-n,02117369-n,False,2.5,0
red fox,red fox,02119022-n,02119477-n,False,2.53,0
Vulpes vulpes,Vulpes,02119022-n,02118854-n,False,2.49,0
kit fox,kit fox,02119789-n,02119634-n,False,2.51,0
Vulpes macrotis,vulvitis,02119789-n,14358993-n,False,2.62,0
Arctic fox,Arctic fox,02120079-n,02120079-n,True,2.51,0
white fox,fox,02120079-n,14764910-n,False,2.53,0
Alopex lagopus,Alopex,02120079-n,02119961-n,False,2.55,0
grey fox,grey fox,02120505-n,02120505-n,True,2.5,0
gray fox,fox,02120505-n,14764910-n,False,2.54,0
Urocyon cinereoargenteus,Urocyon,02120505-n,02120387-n,False,2.55,0
tabby,tabby,02123045-n,02123045-n,True,2.51,0
tabby cat,tabby,02123045-n,02122878-n,False,2.52,0
tiger cat,tiger cat,02123159-n,02123159-n,True,2.55,0
Persian cat,Persian cat,02123394-n,02123394-n,True,2.53,0
Siamese cat,Siamese cat,02123597-n,02123597-n,True,2.52,0
Siamese,siamese,02123597-n,04212573-n,False,2.5,0
Egyptian cat,Egyptian cat,02124075-n,02124075-n,True,2.55,0
cougar,cougar,02125311-n,02125311-n,True,2.5,0
puma,puka,02125311-n,12949160-n,False,2.58,0
catamount,Cattell,02125311-n,10891428-n,False,2.52,0
mountain lion,lion,02125311-n,02129165-n,False,2.49,0
painter,painter,02125311-n,10391653-n,False,2.5,0
panther,panther,02125311-n,02128669-n,False,2.52,0
Felis concolor,Felis,02125311-n,02121234-n,False,2.5,0
lynx,lynx,02127052-n,06571724-n,False,2.52,0
catamount,Cattell,02127052-n,10891428-n,False,2.54,0
leopard,leopard,02128385-n,14765422-n,False,2.69,0
Panthera pardus,Panthera,02128385-n,02128120-n,False,2.53,0
snow leopard,snow leopard,02128757-n,02128757-n,True,2.54,0
ounce,ounce,02128757-n,13719922-n,False,2.57,0
Panthera uncia,Panthera,02128757-n,02128120-n,False,2.53,0
jaguar,jaguar,02128925-n,02128925-n,True,2.65,0
panther,panther,02128925-n,02128669-n,False,2.52,0
Panthera onca,Panthera,02128925-n,02128120-n,False,2.69,0
Felis onca,Felis,02128925-n,02121234-n,False,2.53,0
lion,lion,02129165-n,10265070-n,False,2.5,0
king of beasts,beast,02129165-n,09845589-n,False,2.7,0
Panthera leo,Panthera,02129165-n,02128120-n,False,2.56,0
tiger,tiger,02129604-n,10710632-n,False,2.53,0
Panthera tigris,Panthera,02129604-n,02128120-n,False,2.61,0
cheetah,cheetah,02130308-n,02130308-n,True,2.56,0
chetah,chetrum,02130308-n,13689518-n,False,2.52,0
Acinonyx jubatus,Acinonyx,02130308-n,02130190-n,False,2.53,0
brown bear,brown bear,02132136-n,02132136-n,True,2.56,0
bruin,bruin,02132136-n,02132320-n,False,2.56,0
Ursus arctos,Ursus,02132136-n,02131942-n,False,2.52,0
American black bear,American black bear,02133161-n,02133161-n,True,2.55,0
black bear,bear,02133161-n,02630871-v,False,2.55,0
Ursus americanus,Ursus,02133161-n,02131942-n,False,2.55,0
Euarctos americanus,Euarctos,02133161-n,02132974-n,False,2.55,0
ice bear,ice bear,02134084-n,02134084-n,True,2.55,0
polar bear,bear,02134084-n,02630871-v,False,2.55,0
Ursus Maritimus,ursinia,02134084-n,12030092-n,False,2.53,0
Thalarctos maritimus,Thalarctos,02134084-n,02133902-n,False,2.55,0
sloth bear,sloth bear,02134418-n,02134418-n,True,2.62,0
Melursus ursinus,Melursus,02134418-n,02134240-n,False,2.54,0
Ursus ursinus,Ursus,02134418-n,02131942-n,False,2.57,0
mongoose,mongoose,02137549-n,02137549-n,True,2.55,0
meerkat,meerkat,02138441-n,02138441-n,True,2.52,0
mierkat,Suricata,02138441-n,02138323-n,False,2.52,0
tiger beetle,tiger beetle,02165105-n,02165105-n,True,2.65,0
ladybug,ladybug,02165456-n,02165456-n,True,2.74,0
ladybeetle,Lady,02165456-n,10242791-n,False,2.71,0
lady beetle,beetle,02165456-n,01399821-v,False,2.53,0
ladybird,songbird,02165456-n,01526521-n,False,2.53,0
ladybird beetle,beetle,02165456-n,02164464-n,False,2.52,0
ground beetle,ground beetle,02167151-n,02167151-n,True,2.53,0
carabid beetle,Carabidae,02167151-n,02166986-n,False,2.54,0
long-horned beetle,long-horned beetle,02168699-n,02168699-n,True,2.61,0
longicorn,longish,02168699-n,01440574-s,False,2.63,0
longicorn beetle,long-horned beetle,02168699-n,02168699-n,True,2.54,0
leaf beetle,leaf beetle,02169497-n,02169497-n,True,2.73,0
chrysomelid,Chrysomelidae,02169497-n,02169345-n,False,2.74,0
dung beetle,dung beetle,02172182-n,02172182-n,True,2.71,0
rhinoceros beetle,rhinoceros beetle,02174001-n,02174001-n,True,2.6,0
weevil,weevil,02177972-n,02177972-n,True,2.63,0
fly,fly,02190166-n,01940403-v,False,2.55,0
bee,bee,02206856-n,07975909-n,False,2.55,0
ant,ant,02219486-n,02219486-n,True,2.54,0
emmet,emmetropia,02219486-n,14096957-n,False,2.53,0
pismire,piste,02219486-n,03948347-n,False,2.56,0
grasshopper,grasshopper,02226429-n,07915213-n,False,2.56,0
hopper,hopper,02226429-n,10185327-n,False,2.59,0
cricket,cricket,02229544-n,01076017-v,False,2.54,0
walking stick,walking stick,02231487-n,04546194-n,False,2.51,0
walkingstick,walking stick,02231487-n,04546194-n,False,2.54,0
stick insect,walking stick,02231487-n,02231487-n,True,2.51,0
cockroach,cockroach,02233338-n,02233338-n,True,2.54,0
roach,roach,02233338-n,01299562-v,False,2.55,0
mantis,mantis,02236044-n,02236044-n,True,2.57,0
mantid,Mandaean,02236044-n,06988808-n,False,2.51,0
cicada,cicada,02256656-n,02256656-n,True,2.54,0
cicala,Cimarron,02256656-n,09244972-n,False,2.54,0
leafhopper,leafhopper,02259212-n,02259212-n,True,2.62,0
lacewing,lacewing,02264363-n,02264363-n,True,2.54,0
lacewing fly,brown lacewing,02264363-n,02265330-n,False,2.54,0
dragonfly,dragonfly,02268443-n,02268443-n,True,3.44,0
darning needle,darning needle,02268443-n,03162556-n,False,2.55,0
devil's darning needle,darning needle,02268443-n,03162556-n,False,2.52,0
sewing needle,sewing needle,02268443-n,04180063-n,False,2.55,0
snake feeder,serpent,02268443-n,04174500-n,False,2.53,0
snake doctor,snake,02268443-n,10615702-n,False,2.58,0
mosquito hawk,hawk,02268443-n,01145612-v,False,2.76,0
skeeter hawk,Sphingidae,02268443-n,02298379-n,False,2.71,0
damselfly,damselfly,02268853-n,02268853-n,True,2.55,0
admiral,fleet admiral,02276258-n,10096016-n,False,2.58,0
ringlet,ringlet,02277742-n,04093157-n,False,2.57,0
ringlet butterfly,ringlet,02277742-n,02277742-n,True,2.56,0
monarch,royal,02279972-n,01592509-s,False,2.58,0
monarch butterfly,monarch,02279972-n,02279972-n,True,2.6,0
milkweed butterfly,showy milkweed,02279972-n,13235159-n,False,2.61,0
Danaus plexippus,Pluteus aurantiorugosus,02279972-n,13019496-n,False,2.52,0
cabbage butterfly,cabbage butterfly,02280649-n,02280649-n,True,2.51,0
sulphur butterfly,sulphur butterfly,02281406-n,02281406-n,True,2.54,0
sulfur butterfly,sulphur butterfly,02281406-n,02281406-n,True,2.54,0
lycaenid,lycaenid,02281787-n,02281787-n,True,2.55,0
lycaenid butterfly,lycaenid,02281787-n,02281787-n,True,2.54,0
starfish,starfish,02317335-n,02317335-n,True,2.53,0
sea star,Asteroidea,02317335-n,02317212-n,False,2.55,0
sea urchin,sea urchin,02319095-n,02319095-n,True,2.56,0
sea cucumber,sea cucumber,02321529-n,02321529-n,True,2.53,0
holothurian,Holothuria,02321529-n,02321903-n,False,2.5,0
wood rabbit,wood rabbit,02325366-n,02325366-n,True,2.58,0
cottontail,eastern cottontail,02325366-n,02325722-n,False,2.75,0
cottontail rabbit,rabbit,02325366-n,01142761-v,False,2.54,0
hare,hare,02326432-n,02085004-v,False,2.53,0
Angora,Angora,02328150-n,02123478-n,False,2.56,0
Angora rabbit,Angora,02328150-n,02328150-n,True,2.53,0
hamster,hamster,02342885-n,02342885-n,True,2.6,0
porcupine,Canada porcupine,02346627-n,02348173-n,False,2.53,0
hedgehog,hedgehog,02346627-n,01893825-n,False,2.54,0
fox squirrel,fox squirrel,02356798-n,02356798-n,True,2.53,0
eastern fox squirrel,fox squirrel,02356798-n,02356798-n,True,2.54,0
Sciurus niger,Sciurus,02356798-n,02356108-n,False,2.53,0
marmot,Marmota,02361337-n,02361222-n,False,2.54,0
beaver,beaver,02363005-n,14764617-n,False,2.52,0
guinea pig,guinea pig,02364673-n,02364673-n,True,2.52,0
Cavia cobaya,Cavia,02364673-n,02364377-n,False,2.58,0
sorrel,sorrel,02389026-n,02389026-n,True,2.7,0
zebra,zebra,02391049-n,02391049-n,True,2.62,0
hog,hog,02395406-n,10179649-n,False,2.58,0
pig,pig,02395406-n,02615739-v,False,2.54,0
grunter,grunter,02395406-n,10149436-n,False,2.56,0
squealer,squeal,02395406-n,01054694-v,False,2.55,0
Sus scrofa,scaliness,02395406-n,04948603-n,False,2.55,0
wild boar,wild boar,02396427-n,02396427-n,True,2.52,0
boar,boar,02396427-n,02396014-n,False,2.54,0
Sus scrofa,scaliness,02396427-n,04948603-n,False,2.55,0
warthog,warthog,02397096-n,02397096-n,True,2.62,0
hippopotamus,hippopotamus,02398521-n,02398521-n,True,2.53,0
hippo,Hippo,02398521-n,08707145-n,False,2.55,0
river horse,river boat,02398521-n,04095210-n,False,2.53,0
Hippopotamus amphibius,hippopotamus,02398521-n,02398521-n,True,2.59,0
ox,ox,02403003-n,02402175-n,False,2.6,0
water buffalo,water buffalo,02408429-n,02408429-n,True,2.59,0
water ox,ox,02408429-n,02402175-n,False,2.6,0
Asiatic buffalo,Indian buffalo,02408429-n,02408660-n,False,2.62,0
Bubalus bubalis,Bubalus,02408429-n,02408217-n,False,2.55,0
bison,bison,02410509-n,02410509-n,True,2.54,0
ram,ram,02412080-n,04050410-n,False,2.55,0
tup,Tursiops,02412080-n,02069569-n,False,2.53,0
bighorn,Bighorn,02415577-n,09220046-n,False,2.52,0
bighorn sheep,bighorn,02415577-n,02415577-n,True,2.54,0
cimarron,Cimarron,02415577-n,09244972-n,False,2.53,0
Rocky Mountain bighorn,bighorn,02415577-n,02415577-n,True,2.53,0
Rocky Mountain sheep,mountain sheep,02415577-n,02415435-n,False,2.53,0
Ovis canadensis,canistel,02415577-n,07755262-n,False,2.57,0
ibex,ibex,02417914-n,02417914-n,True,2.55,0
Capra ibex,ibex,02417914-n,02417914-n,True,2.5,0
hartebeest,hartebeest,02422106-n,02422106-n,True,2.52,0
impala,impala,02422699-n,02422699-n,True,2.55,0
Aepyceros melampus,Aepyceros,02422699-n,02422561-n,False,2.54,0
gazelle,gazelle,02423022-n,02423022-n,True,2.52,0
Arabian camel,Arabian camel,02437312-n,02437312-n,True,2.52,0
dromedary,Drimys,02437312-n,11739809-n,False,2.63,0
Camelus dromedarius,Dromaius,02437312-n,01519719-n,False,2.66,0
llama,llama,02437616-n,02437616-n,True,2.62,0
weasel,weasel,02441942-n,10771990-n,False,2.54,0
mink,mink,02442845-n,14765497-n,False,2.52,0
polecat,polecat,02443114-n,02443114-n,True,2.54,0
fitch,indictment,02443114-n,07237409-n,False,2.52,0
foulmart,foul,02443114-n,01147855-v,False,2.54,0
foumart,foment,02443114-n,00035448-v,False,2.51,0
Mustela putorius,Mustela,02443114-n,02441723-n,False,2.56,0
black-footed ferret,black-footed ferret,02443484-n,02443484-n,True,2.64,0
ferret,ferret,02443484-n,02003910-v,False,2.73,0
Mustela nigripes,Mustela,02443484-n,02441723-n,False,2.78,0
otter,otter,02444819-n,14765785-n,False,2.63,0
skunk,skunk,02445715-n,02445715-n,True,2.54,0
polecat,polecat,02445715-n,02443114-n,False,2.51,0
wood pussy,wood,02445715-n,15098161-n,False,2.53,0
badger,badger,02447366-n,02447366-n,True,2.52,0
armadillo,armadillo,02454379-n,02454379-n,True,2.53,0
three-toed sloth,three-toed sloth,02457408-n,02457408-n,True,2.53,0
ai,artificial intelligence,02457408-n,06133203-n,False,2.52,0
Bradypus tridactylus,Bradypus,02457408-n,02457249-n,False,2.52,0
orangutan,orangutan,02480495-n,02480495-n,True,2.52,0
orang,orangutan,02480495-n,02480495-n,True,2.56,0
orangutang,orangutan,02480495-n,02480495-n,True,2.54,0
Pongo pygmaeus,Pongo,02480495-n,02480346-n,False,2.58,0
gorilla,gorilla,02480855-n,02480855-n,True,2.62,0
Gorilla gorilla,gorilla,02480855-n,02480855-n,True,2.55,0
chimpanzee,chimpanzee,02481823-n,02481823-n,True,2.53,0
chimp,chichi,02481823-n,09916109-n,False,2.56,0
Pan troglodytes,pan,02481823-n,01998302-v,False,2.54,0
gibbon,gibbon,02483362-n,02483362-n,True,2.57,0
Hylobates lar,Hylobates,02483362-n,02483224-n,False,2.54,0
siamang,siamang,02483708-n,02483708-n,True,2.55,0
Hylobates syndactylus,Hylobates,02483708-n,02483224-n,False,2.53,0
Symphalangus syndactylus,Symphalangus,02483708-n,02483564-n,False,2.55,0
guenon,guenon,02484975-n,02484975-n,True,2.54,0
guenon monkey,guenon,02484975-n,02484975-n,True,2.51,0
patas,patas,02486261-n,02486261-n,True,2.52,0
hussar monkey,hussar,02486261-n,10194341-n,False,2.56,0
Erythrocebus patas,Erythrocebus,02486261-n,02486138-n,False,2.55,0
baboon,baboonish,02486410-n,02656464-a,False,2.53,0
macaque,Macaca,02487347-n,02487217-n,False,3.18,0
langur,langur,02488291-n,02488291-n,True,2.55,0
colobus,colobus,02488702-n,02488702-n,True,2.53,0
colobus monkey,colobus,02488702-n,02488702-n,True,2.55,0
proboscis monkey,proboscis monkey,02489166-n,02489166-n,True,2.55,0
Nasalis larvatus,Nasalis,02489166-n,02489060-n,False,2.55,0
marmoset,true marmoset,02490219-n,02490597-n,False,2.53,0
capuchin,capuchin,02492035-n,02958264-n,False,2.54,0
ringtail,ringtail,02492035-n,01614690-n,False,2.56,0
Cebus capucinus,Cebus,02492035-n,02491906-n,False,2.54,0
howler monkey,howler monkey,02492660-n,02492660-n,True,2.57,0
howler,howler,02492660-n,00076323-n,False,2.53,0
titi,titi,02493509-n,12751172-n,False,2.5,0
titi monkey,titi,02493509-n,02493509-n,True,2.54,0
spider monkey,spider monkey,02493793-n,02493793-n,True,2.55,0
Ateles geoffroyi,Geoffroea,02493793-n,12531144-n,False,2.51,0
squirrel monkey,squirrel monkey,02494079-n,02494079-n,True,2.54,0
Saimiri sciureus,Saimiri,02494079-n,02493974-n,False,2.51,0
Madagascar cat,Madagascar cat,02497673-n,02497673-n,True,2.52,0
ring-tailed lemur,lemur,02497673-n,02496913-n,False,2.49,0
Lemur catta,Madagascar cat,02497673-n,02497673-n,True,2.54,0
indri,genus Indri,02500267-n,02500144-n,False,2.51,0
indris,woolly indris,02500267-n,02500596-n,False,2.51,0
Indri indri,genus Indri,02500267-n,02500144-n,False,2.53,0
Indri brevicaudatus,genus Indri,02500267-n,02500144-n,False,2.54,0
Indian elephant,Indian elephant,02504013-n,02504013-n,True,2.52,0
Elephas maximus,Jupiter Optimus Maximus,02504013-n,09574544-n,False,2.53,0
African elephant,African elephant,02504458-n,02504458-n,True,2.51,0
Loxodonta africana,Loxodonta,02504458-n,02504323-n,False,2.51,0
lesser panda,lesser panda,02509815-n,02509815-n,True,2.51,0
red panda,lesser panda,02509815-n,02509815-n,True,2.5,0
panda,panda car,02509815-n,03881534-n,False,2.53,0
bear cat,bear,02509815-n,02630871-v,False,2.52,0
cat bear,bear,02509815-n,02131653-n,False,2.54,0
Ailurus fulgens,Ailurus,02509815-n,02509694-n,False,2.5,0
giant panda,giant panda,02510455-n,02510455-n,True,2.52,0
panda,panda car,02510455-n,03881534-n,False,2.52,0
panda bear,giant panda,02510455-n,02510455-n,True,2.54,0
coon bear,coon,02510455-n,09613559-n,False,2.53,0
Ailuropoda melanoleuca,Ailuropoda,02510455-n,02510240-n,False,2.51,0
barracouta,barracouta,02514041-n,02514041-n,True,2.54,0
snoek,snook,02514041-n,02560110-n,False,2.54,0
eel,eel,02526121-n,07783967-n,False,2.51,0
coho,coho,02536864-n,02536864-n,True,2.99,0
cohoe,pahoehoe,02536864-n,14931559-n,False,2.56,0
coho salmon,coho,02536864-n,02536864-n,True,2.56,0
blue jack,blue,02536864-n,00521641-v,False,3.2,0
silver salmon,silver salmon,02536864-n,07796468-n,False,2.51,0
Oncorhynchus kisutch,Oncorhynchus,02536864-n,02535909-n,False,3.01,0
rock beauty,rock beauty,02606052-n,02606052-n,True,2.58,0
Holocanthus tricolor,hortensia,02606052-n,12788854-n,False,2.58,0
anemone fish,anemone fish,02607072-n,02607072-n,True,2.59,0
sturgeon,sturgeon,02640242-n,02640242-n,True,2.57,0
gar,gar,02641379-n,02641379-n,True,2.7,0
garfish,gadfly,02641379-n,02193009-n,False,2.67,0
garpike,gamine,02641379-n,10119609-n,False,2.55,0
billfish,billfish,02641379-n,02630739-n,False,2.68,0
Lepisosteus osseus,Lepisosteidae,02641379-n,02641063-n,False,2.55,0
lionfish,lionfish,02643566-n,02643566-n,True,2.65,0
puffer,puffer,02655020-n,02655020-n,True,2.5,0
pufferfish,puffer,02655020-n,02655020-n,True,2.53,0
blowfish,blowfish,02655020-n,07781972-n,False,2.51,0
globefish,redfish,02655020-n,07792117-n,False,2.5,0
abacus,abacus,02666196-n,02666196-n,True,2.53,0
abaya,abaya,02667093-n,02667093-n,True,2.54,0
academic gown,academic gown,02669723-n,02669723-n,True,2.53,0
academic robe,academic gown,02669723-n,02669723-n,True,2.54,0
judge's robe,robe,02669723-n,04097866-n,False,2.53,0
accordion,accordion,02672831-n,02672831-n,True,2.52,0
piano accordion,accordion,02672831-n,02672831-n,True,2.5,0
squeeze box,squeeze for,02672831-n,02506068-v,False,2.57,0
acoustic guitar,acoustic guitar,02676566-n,02676566-n,True,2.59,0
aircraft carrier,aircraft carrier,02687172-n,02687172-n,True,2.55,0
carrier,carrier,02687172-n,08057633-n,False,2.59,0
flattop,flat,02687172-n,01233020-s,False,2.58,0
attack aircraft carrier,aircraft carrier,02687172-n,02687172-n,True,2.54,0
airliner,airliner,02690373-n,02690373-n,True,2.53,0
airship,airship,02692877-n,02692877-n,True,2.52,0
dirigible,intangible,02692877-n,02391867-a,False,2.54,0
altar,altar,02699494-n,02699494-n,True,2.54,0
ambulance,ambulance,02701002-n,02701002-n,True,2.57,0
amphibian,amphibian family,02704792-n,01626134-n,False,2.55,0
amphibious vehicle,amphibious operation,02704792-n,00981180-n,False,2.58,0
analog clock,analog clock,02708093-n,02708093-n,True,2.51,0
apiary,apiary,02727426-n,02727426-n,True,2.53,0
bee house,bee,02727426-n,07975909-n,False,2.5,0
apron,apron,02730930-n,02730930-n,True,2.51,0
ashcan,ashcan,02747177-n,02747177-n,True,2.54,0
trash can,trash,02747177-n,02223238-v,False,2.55,0
garbage can,garbage,02747177-n,03416900-n,False,2.54,0
wastebin,waste,02747177-n,02223479-v,False,2.56,0
ash bin,ashcan,02747177-n,02747177-n,True,2.56,0
ash-bin,ashcan,02747177-n,02747177-n,True,2.49,0
ashbin,Ashurbanipal,02747177-n,10826033-n,False,2.72,0
dustbin,dust bag,02747177-n,03258192-n,False,2.56,0
trash barrel,barrel,02747177-n,01502540-v,False,2.56,0
trash bin,trash,02747177-n,02223238-v,False,2.6,0
assault rifle,assault rifle,02749479-n,02749479-n,True,2.51,0
assault gun,assault gun,02749479-n,02749292-n,False,2.53,0
backpack,backpack,02769748-n,01926031-v,False,2.75,0
back pack,pack,02769748-n,01451176-v,False,2.58,0
knapsack,ransacking,02769748-n,00946806-n,False,2.55,0
packsack,pack,02769748-n,03870672-n,False,2.63,0
rucksack,ruckle,02769748-n,02175283-v,False,2.76,0
haversack,hassock,02769748-n,03497531-n,False,2.52,0
bakery,bakery,02776631-n,02776631-n,True,2.57,0
bakeshop,bake,02776631-n,02755565-v,False,2.55,0
bakehouse,home-baked,02776631-n,00674633-s,False,2.53,0
balance beam,beam balance,02777292-n,02816494-n,False,2.52,0
beam,beam,02777292-n,01067380-v,False,2.54,0
balloon,balloon,02782093-n,02782093-n,True,2.55,0
ballpoint,ballpoint,02783161-n,02783161-n,True,2.57,0
ballpoint pen,ballpoint,02783161-n,02783161-n,True,2.54,0
ballpen,bullpen,02783161-n,02917964-n,False,2.54,0
Biro,Bibos,02783161-n,02409702-n,False,2.55,0
Band Aid,Band Aid,02786058-n,02786058-n,True,2.53,0
banjo,banjo,02787622-n,02787622-n,True,2.53,0
bannister,bannister,02788148-n,02788148-n,True,2.53,0
banister,bannister,02788148-n,02788148-n,True,2.53,0
balustrade,baluster,02788148-n,02783994-n,False,2.64,0
balusters,baluster,02788148-n,02783994-n,False,2.76,0
handrail,railing,02788148-n,04047401-n,False,2.75,0
barbell,barbell,02790996-n,02790996-n,True,2.57,0
barber chair,barber chair,02791124-n,02791124-n,True,2.54,0
barbershop,barbershop,02791270-n,02791270-n,True,2.53,0
barn,barn,02793495-n,02793495-n,True,2.55,0
barometer,barometer,02794156-n,02794156-n,True,2.74,0
barrel,barrel,02795169-n,01502540-v,False,2.6,0
cask,cask,02795169-n,13766547-n,False,2.51,0
barrow,barrow,02797295-n,13764897-n,False,2.54,0
garden cart,cart,02797295-n,02970849-n,False,2.53,0
lawn cart,cart,02797295-n,02970849-n,False,2.55,0
wheelbarrow,wheelbarrow,02797295-n,01949579-v,False,2.6,0
baseball,baseball,02799071-n,02799071-n,True,2.59,0
basketball,basketball play,02802426-n,00563494-n,False,2.54,0
bassinet,bassinet,02804414-n,02804414-n,True,2.52,0
bassoon,bassoonist,02804610-n,09842716-n,False,2.56,0
bathing cap,bathing cap,02807133-n,02807133-n,True,2.67,0
swimming cap,bathing cap,02807133-n,02807133-n,True,2.65,0
bath towel,bath towel,02808304-n,02808304-n,True,2.54,0
bathtub,bathtub,02808440-n,02808440-n,True,2.53,0
bathing tub,bath,02808440-n,00257770-n,False,2.65,0
